repository_language,type,active_repos_by_url,events,year,quarter
Xojo,IssuesEvent,4,9,2014,4
Forth,ForkEvent,12,14,2014,4
Boo,ForkEvent,11,24,2014,4
eC,WatchEvent,3,4,2014,4
eC,ForkEvent,2,2,2014,4
Hy,ForkEvent,8,9,2014,4
Matlab,CreateEvent,25,25,2014,4
Forth,WatchEvent,14,20,2014,4
Propeller Spin,ForkEvent,9,24,2014,4
Turing,PushEvent,4,8,2014,4
Scilab,ForkEvent,15,24,2014,4
PogoScript,PushEvent,7,18,2014,4
LoomScript,WatchEvent,2,3,2014,4
Makefile,CreateEvent,8,8,2014,4
AutoIt,IssuesEvent,19,88,2014,4
Papyrus,ForkEvent,2,2,2014,4
Emacs Lisp,CreateEvent,7,7,2014,4
Lua,CreateEvent,17,17,2014,4
XC,WatchEvent,5,6,2014,4
ooc,IssuesEvent,2,6,2014,4
Coq,ForkEvent,31,48,2014,4
REALbasic,WatchEvent,5,10,2014,4
Ragel in Ruby Host,PushEvent,8,31,2014,4
Oz,IssuesEvent,1,3,2014,4
IGOR Pro,IssuesEvent,1,2,2014,4
Xtend,ForkEvent,15,21,2014,4
Volt,ForkEvent,1,1,2014,4
xBase,ForkEvent,5,6,2014,4
Dylan,IssuesEvent,6,9,2014,4
Parrot,ForkEvent,4,9,2014,4
Bluespec,ForkEvent,6,10,2014,4
Bro,ForkEvent,14,16,2014,4
Logtalk,WatchEvent,1,6,2014,4
Haskell,CreateEvent,12,12,2014,4
Idris,IssuesEvent,4,7,2014,4
Component Pascal,ForkEvent,5,7,2014,4
J,ForkEvent,4,5,2014,4
Grammatical Framework,ForkEvent,5,5,2014,4
Grammatical Framework,WatchEvent,5,13,2014,4
Clean,PushEvent,7,39,2014,4
Jasmin,PushEvent,4,11,2014,4
Cycript,PushEvent,7,15,2014,4
Glyph,WatchEvent,4,4,2014,4
Delphi,PushEvent,5,5,2014,4
Ada,ForkEvent,22,23,2014,4
MoonScript,ForkEvent,12,30,2014,4
Zephir,WatchEvent,12,38,2014,4
Scala,CreateEvent,9,9,2014,4
GDScript,WatchEvent,6,15,2014,4
Rouge,PushEvent,1,16,2014,4
DCPU-16 ASM,WatchEvent,3,3,2014,4
Oxygene,PushEvent,3,5,2014,4
Oxygene,WatchEvent,7,8,2014,4
E,PushEvent,2,4,2014,4
Oxygene,ForkEvent,5,5,2014,4
Nu,WatchEvent,3,8,2014,4
LOLCODE,PushEvent,3,24,2014,4
Squirrel,IssuesEvent,8,19,2014,4
Hack,ForkEvent,3,3,2014,4
Hack,WatchEvent,7,14,2014,4
UnrealScript,ForkEvent,14,14,2014,4
Stata,CreateEvent,2,2,2014,4
wisp,IssuesEvent,3,7,2014,4
Monkey,ForkEvent,6,6,2014,4
PigLatin,ForkEvent,8,9,2014,4
XProc,IssuesEvent,4,6,2014,4
Harbour,PushEvent,4,45,2014,4
Ragel in Ruby Host,WatchEvent,7,17,2014,4
RobotFramework,WatchEvent,18,29,2014,4
Isabelle,ForkEvent,4,4,2014,4
Opal,PushEvent,2,11,2014,4
TXL,PushEvent,1,9,2014,4
Dart,CreateEvent,4,4,2014,4
GDScript,IssuesEvent,2,11,2014,4
Cuda,CreateEvent,2,2,2014,4
XML,PushEvent,4,15,2014,4
Propeller Spin,IssuesEvent,2,8,2014,4
Boo,IssuesEvent,1,2,2014,4
Turing,WatchEvent,5,6,2014,4
Dylan,ForkEvent,8,10,2014,4
HaXe,PushEvent,4,6,2014,4
Zephir,ForkEvent,5,11,2014,4
SuperCollider,CreateEvent,52,52,2014,4
Rust,CreateEvent,7,7,2014,4
Brightscript,IssuesEvent,11,17,2014,4
PogoScript,IssuesEvent,1,1,2014,4
Gnuplot,IssuesEvent,2,3,2014,4
Turing,IssuesEvent,2,4,2014,4
Io,ForkEvent,11,17,2014,4
FLUX,ForkEvent,4,5,2014,4
KRL,WatchEvent,1,2,2014,4
Boo,WatchEvent,14,14,2014,4
Shen,IssuesEvent,1,1,2014,4
Scheme,CreateEvent,4,4,2014,4
Pure Data,IssuesEvent,9,17,2014,4
PowerShell,CreateEvent,5,5,2014,4
Bluespec,WatchEvent,3,10,2014,4
Dogescript,PushEvent,1,6,2014,4
FLUX,WatchEvent,5,7,2014,4
Opa,PushEvent,2,5,2014,4
M,CreateEvent,3,3,2014,4
Mathematica,CreateEvent,2,2,2014,4
CLIPS,ForkEvent,6,8,2014,4
LSL,WatchEvent,7,12,2014,4
REALbasic,ForkEvent,5,7,2014,4
LoomScript,ForkEvent,1,3,2014,4
AspectJ,WatchEvent,2,2,2014,4
AspectJ,ForkEvent,5,6,2014,4
ABAP,ForkEvent,10,13,2014,4
BlitzMax,WatchEvent,6,9,2014,4
Glyph,ForkEvent,1,1,2014,4
Zephir,IssuesEvent,3,9,2014,4
Fantom,ForkEvent,3,6,2014,4
Parrot,WatchEvent,6,10,2014,4
Component Pascal,IssuesEvent,2,5,2014,4
Red,ForkEvent,6,11,2014,4
FORTRAN,CreateEvent,3,3,2014,4
PogoScript,ForkEvent,3,3,2014,4
Arc,IssuesEvent,3,3,2014,4
DOT,IssuesEvent,4,5,2014,4
ANTLR,IssuesEvent,3,9,2014,4
Elixir,CreateEvent,2,2,2014,4
Harbour,IssuesEvent,1,1,2014,4
EmberScript,WatchEvent,2,2,2014,4
Monkey,WatchEvent,8,10,2014,4
Idris,ForkEvent,11,16,2014,4
F#,CreateEvent,2,2,2014,4
ASP,CreateEvent,1,1,2014,4
Ox,WatchEvent,4,5,2014,4
Ragel in Ruby Host,ForkEvent,4,6,2014,4
JSONiq,WatchEvent,5,5,2014,4
JSONiq,ForkEvent,2,2,2014,4
BlitzMax,ForkEvent,7,8,2014,4
Hy,IssuesEvent,7,14,2014,4
xBase,WatchEvent,5,6,2014,4
BlitzMax,IssuesEvent,2,3,2014,4
Fantom,IssuesEvent,1,1,2014,4
BitBake,ForkEvent,1,4,2014,4
Verilog,CreateEvent,2,2,2014,4
Groovy,CreateEvent,3,3,2014,4
Golo,ForkEvent,1,1,2014,4
Cap'n Proto,PushEvent,1,1,2014,4
Jasmin,WatchEvent,2,2,2014,4
XC,IssuesEvent,3,3,2014,4
Slash,IssuesEvent,1,4,2014,4
Cool,PushEvent,1,1,2014,4
Opal,IssuesEvent,1,1,2014,4
Isabelle,WatchEvent,5,8,2014,4
Standard ML,CreateEvent,2,2,2014,4
UnrealScript,IssuesEvent,1,9,2014,4
Cycript,IssuesEvent,2,2,2014,4
Mirah,IssuesEvent,1,5,2014,4
XSLT,CreateEvent,2,2,2014,4
D,CreateEvent,3,3,2014,4
Self,IssuesEvent,1,1,2014,4
Clojure,CreateEvent,1,1,2014,4
Fantom,WatchEvent,2,3,2014,4
Ioke,PushEvent,1,2,2014,4
Cirru,PushEvent,1,2,2014,4
Turing,ForkEvent,6,6,2014,4
Thrift,ForkEvent,2,6,2014,4
CLIPS,IssuesEvent,1,3,2014,4
HaXe,IssuesEvent,4,4,2014,4
KRL,IssuesEvent,1,2,2014,4
Papyrus,WatchEvent,2,3,2014,4
Clean,IssuesEvent,1,1,2014,4
XC,ForkEvent,5,5,2014,4
AutoHotkey,CreateEvent,3,3,2014,4
Erlang,CreateEvent,2,2,2014,4
Self,ForkEvent,2,3,2014,4
XProc,ForkEvent,2,2,2014,4
FLUX,IssuesEvent,1,1,2014,4
LOLCODE,ForkEvent,1,1,2014,4
LOLCODE,WatchEvent,1,1,2014,4
ATS,ForkEvent,2,5,2014,4
Max,CreateEvent,4,4,2014,4
Ox,ForkEvent,2,2,2014,4
PigLatin,IssuesEvent,1,1,2014,4
Xojo,CreateEvent,1,1,2014,4
Factor,ForkEvent,6,8,2014,4
Harbour,WatchEvent,1,1,2014,4
Xojo,ForkEvent,6,6,2014,4
Dogescript,WatchEvent,1,1,2014,4
COBOL,IssuesEvent,1,2,2014,4
Thrift,IssuesEvent,1,1,2014,4
Cirru,WatchEvent,1,3,2014,4
Cirru,ForkEvent,1,1,2014,4
VHDL,CreateEvent,2,2,2014,4
Hack,IssuesEvent,2,2,2014,4
Ecl,WatchEvent,1,1,2014,4
IGOR Pro,ForkEvent,9,9,2014,4
IGOR Pro,WatchEvent,8,8,2014,4
WebIDL,PushEvent,1,1,2014,4
Objective-C++,CreateEvent,3,3,2014,4
Opa,ForkEvent,1,3,2014,4
Volt,WatchEvent,1,4,2014,4
Clean,ForkEvent,1,1,2014,4
RobotFramework,CreateEvent,1,1,2014,4
Visual Basic,CreateEvent,1,1,2014,4
Opal,WatchEvent,1,3,2014,4
Perl6,CreateEvent,1,1,2014,4
LookML,ForkEvent,4,4,2014,4
LookML,WatchEvent,4,4,2014,4
Puppet,CreateEvent,1,1,2014,4
AGS Script,CreateEvent,1,1,2014,4
Grace,WatchEvent,2,2,2014,4
Grace,ForkEvent,2,2,2014,4
E,ForkEvent,1,1,2014,4
E,WatchEvent,1,1,2014,4
NetLogo,CreateEvent,1,1,2014,4
TypeScript,CreateEvent,1,1,2014,4
ActionScript,CreateEvent,1,1,2014,4
Nu,IssuesEvent,1,1,2014,4
Julia,CreateEvent,1,1,2014,4
Shen,ForkEvent,1,1,2014,4
Mirah,ForkEvent,1,1,2014,4
APL,WatchEvent,1,1,2014,4
Ox,IssuesEvent,1,1,2014,4
Chapel,IssuesEvent,1,1,2014,4
Logtalk,IssuesEvent,1,1,2014,4
PureBasic,WatchEvent,1,1,2014,4
