repository_language,type,active_repos_by_url,events,year,quarter
OpenEdge ABL,PushEvent,214,2428,2014,3
ActionScript,WatchEvent,1123,3677,2014,3
Emacs Lisp,WatchEvent,1941,9643,2014,3
Erlang,WatchEvent,1780,6301,2014,3
C#,IssuesEvent,4363,32947,2014,3
OCaml,WatchEvent,671,4113,2014,3
Perl,ForkEvent,3172,6406,2014,3
Standard ML,PushEvent,156,1870,2014,3
Objective-J,PushEvent,81,1125,2014,3
ASP,PushEvent,1324,10275,2014,3
PureScript,WatchEvent,83,321,2014,3
Scala,ForkEvent,2236,7926,2014,3
ColdFusion,PushEvent,427,5178,2014,3
Lua,IssuesEvent,821,4465,2014,3
Rust,WatchEvent,777,7737,2014,3
Assembly,PushEvent,2019,20165,2014,3
Scheme,ForkEvent,332,930,2014,3
Assembly,WatchEvent,494,3187,2014,3
Max,PushEvent,201,1532,2014,3
Processing,PushEvent,1502,9797,2014,3
PowerShell,PushEvent,2620,18135,2014,3
Arduino,PushEvent,4297,20782,2014,3
Haskell,IssuesEvent,948,4627,2014,3
SQL,PushEvent,170,5463,2014,3
UnrealScript,PushEvent,41,345,2014,3
Haskell,ForkEvent,1352,2866,2014,3
Elixir,IssuesEvent,134,837,2014,3
ActionScript,ForkEvent,803,1960,2014,3
Cuda,PushEvent,404,3092,2014,3
Verilog,WatchEvent,169,324,2014,3
Xtend,PushEvent,110,2133,2014,3
Vala,PushEvent,305,4795,2014,3
Objective-C++,PushEvent,555,4071,2014,3
Clojure,IssuesEvent,700,3340,2014,3
Objective-C,IssuesEvent,3809,17676,2014,3
Emacs Lisp,ForkEvent,977,2597,2014,3
Puppet,ForkEvent,1345,2904,2014,3
Coq,PushEvent,202,3436,2014,3
Swift,IssuesEvent,801,2085,2014,3
OpenEdge ABL,IssuesEvent,7,168,2014,3
Pascal,PushEvent,1030,12195,2014,3
Racket,PushEvent,791,6134,2014,3
Gnuplot,PushEvent,97,1239,2014,3
FORTRAN,PushEvent,1097,11794,2014,3
VimL,IssuesEvent,830,3086,2014,3
xBase,PushEvent,53,1163,2014,3
TeX,IssuesEvent,558,3020,2014,3
nesC,PushEvent,189,2485,2014,3
Visual Basic,WatchEvent,344,904,2014,3
Julia,PushEvent,1258,14552,2014,3
Puppet,WatchEvent,1101,2697,2014,3
Fantom,PushEvent,2,7,2014,3
TeX,ForkEvent,1150,3077,2014,3
Julia,WatchEvent,476,2241,2014,3
TypeScript,WatchEvent,637,4186,2014,3
Haxe,PushEvent,1009,9390,2014,3
nesC,IssuesEvent,28,146,2014,3
Stata,PushEvent,155,1335,2014,3
Inform 7,PushEvent,36,538,2014,3
Xojo,PushEvent,26,243,2014,3
Elixir,WatchEvent,416,3421,2014,3
F#,IssuesEvent,136,914,2014,3
CoffeeScript,IssuesEvent,2258,12503,2014,3
Elm,PushEvent,128,1188,2014,3
Cuda,WatchEvent,63,528,2014,3
FLUX,PushEvent,38,332,2014,3
Common Lisp,IssuesEvent,174,682,2014,3
AutoIt,PushEvent,166,1194,2014,3
Mercury,PushEvent,111,1310,2014,3
Logos,PushEvent,238,2048,2014,3
PureScript,PushEvent,166,1190,2014,3
ATS,PushEvent,21,460,2014,3
DOT,PushEvent,49,1080,2014,3
Groovy,IssuesEvent,582,2773,2014,3
Visual Basic,IssuesEvent,144,445,2014,3
Dart,WatchEvent,662,3409,2014,3
Nemerle,ForkEvent,17,33,2014,3
Nemerle,WatchEvent,25,88,2014,3
TypeScript,IssuesEvent,299,4736,2014,3
Matlab,ForkEvent,789,1530,2014,3
R,IssuesEvent,950,5078,2014,3
Tcl,PushEvent,453,3762,2014,3
Puppet,IssuesEvent,390,1108,2014,3
Game Maker Language,PushEvent,269,3244,2014,3
TeX,WatchEvent,1306,7805,2014,3
Frege,PushEvent,27,159,2014,3
Arduino,ForkEvent,812,1404,2014,3
GAP,PushEvent,147,1368,2014,3
Pike,PushEvent,20,457,2014,3
AutoHotkey,PushEvent,427,3600,2014,3
Apex,PushEvent,383,2696,2014,3
Frege,ForkEvent,17,20,2014,3
PAWN,PushEvent,66,894,2014,3
Frege,WatchEvent,23,76,2014,3
Bluespec,PushEvent,16,642,2014,3
Python,CreateEvent,317,329,2014,3
Mathematica,PushEvent,383,7519,2014,3
F#,WatchEvent,403,1737,2014,3
Nimrod,WatchEvent,47,275,2014,3
SAS,PushEvent,87,1136,2014,3
Gosu,PushEvent,180,1643,2014,3
Clojure,ForkEvent,1283,4259,2014,3
XSLT,IssuesEvent,210,2353,2014,3
Gosu,WatchEvent,79,267,2014,3
Gosu,ForkEvent,44,122,2014,3
Nix,PushEvent,241,7688,2014,3
Nimrod,PushEvent,112,831,2014,3
Arduino,IssuesEvent,221,647,2014,3
Assembly,ForkEvent,332,994,2014,3
Pure Data,PushEvent,161,1247,2014,3
IDL,PushEvent,670,4822,2014,3
Julia,ForkEvent,308,927,2014,3
Propeller Spin,PushEvent,57,1318,2014,3
Nit,PushEvent,2,12,2014,3
F#,PushEvent,952,10805,2014,3
Erlang,IssuesEvent,305,1191,2014,3
D,WatchEvent,670,1811,2014,3
PowerShell,ForkEvent,395,1055,2014,3
Zephir,PushEvent,18,200,2014,3
Groovy,ForkEvent,1068,2606,2014,3
IDL,WatchEvent,72,402,2014,3
Prolog,ForkEvent,81,158,2014,3
ColdFusion,WatchEvent,175,342,2014,3
Arduino,WatchEvent,1036,2161,2014,3
Hy,IssuesEvent,6,20,2014,3
JavaScript,CreateEvent,913,939,2014,3
TypeScript,ForkEvent,668,2720,2014,3
HaXe,ForkEvent,33,41,2014,3
Dart,IssuesEvent,257,1728,2014,3
DM,IssuesEvent,25,1428,2014,3
OpenEdge ABL,WatchEvent,65,424,2014,3
SourcePawn,PushEvent,212,2608,2014,3
Cuda,ForkEvent,52,305,2014,3
Component Pascal,PushEvent,25,476,2014,3
ASP,IssuesEvent,43,153,2014,3
F#,ForkEvent,210,584,2014,3
M,PushEvent,268,1255,2014,3
Kotlin,PushEvent,165,1926,2014,3
Agda,PushEvent,85,935,2014,3
Matlab,IssuesEvent,211,1211,2014,3
wisp,PushEvent,5,81,2014,3
D,IssuesEvent,181,810,2014,3
Assembly,IssuesEvent,122,1137,2014,3
Objective-J,IssuesEvent,14,242,2014,3
XQuery,PushEvent,134,1089,2014,3
Smalltalk,PushEvent,175,2191,2014,3
OpenSCAD,PushEvent,220,1050,2014,3
Game Maker Language,IssuesEvent,23,333,2014,3
SourcePawn,WatchEvent,50,114,2014,3
Eiffel,IssuesEvent,8,255,2014,3
Perl6,IssuesEvent,9,37,2014,3
Elixir,ForkEvent,240,682,2014,3
AGS Script,PushEvent,171,902,2014,3
Agda,WatchEvent,33,81,2014,3
DM,ForkEvent,63,657,2014,3
IDL,IssuesEvent,37,364,2014,3
SQF,PushEvent,253,3603,2014,3
OCaml,IssuesEvent,220,1221,2014,3
Factor,PushEvent,15,273,2014,3
Ada,PushEvent,100,963,2014,3
Nix,ForkEvent,17,209,2014,3
SQF,ForkEvent,48,132,2014,3
SQF,WatchEvent,54,85,2014,3
BlitzBasic,PushEvent,247,4021,2014,3
Eiffel,PushEvent,89,1563,2014,3
XSLT,WatchEvent,357,1609,2014,3
Scilab,PushEvent,54,339,2014,3
XML,PushEvent,15,551,2014,3
Processing,WatchEvent,341,1188,2014,3
MoonScript,PushEvent,45,524,2014,3
Alloy,PushEvent,16,123,2014,3
Standard ML,IssuesEvent,15,46,2014,3
LiveScript,WatchEvent,108,540,2014,3
BlitzBasic,WatchEvent,42,62,2014,3
Logos,ForkEvent,100,208,2014,3
XC,PushEvent,40,427,2014,3
Crystal,IssuesEvent,3,51,2014,3
Smalltalk,IssuesEvent,31,189,2014,3
Pan,PushEvent,14,151,2014,3
Max,WatchEvent,56,123,2014,3
FORTRAN,ForkEvent,180,374,2014,3
Ruby,CreateEvent,581,597,2014,3
Brightscript,PushEvent,32,280,2014,3
J,PushEvent,15,130,2014,3
Max,IssuesEvent,21,207,2014,3
Haxe,ForkEvent,206,532,2014,3
Pascal,IssuesEvent,90,366,2014,3
ActionScript,IssuesEvent,192,1114,2014,3
FORTRAN,IssuesEvent,76,332,2014,3
Vala,IssuesEvent,40,321,2014,3
Crystal,PushEvent,23,457,2014,3
ooc,PushEvent,27,315,2014,3
XSLT,ForkEvent,331,1401,2014,3
SystemVerilog,PushEvent,52,465,2014,3
Io,PushEvent,72,439,2014,3
Red,WatchEvent,15,41,2014,3
Scheme,WatchEvent,517,1334,2014,3
Boo,ForkEvent,6,7,2014,3
ANTLR,PushEvent,77,287,2014,3
Racket,WatchEvent,217,837,2014,3
Haxe,IssuesEvent,153,1109,2014,3
SQL,ForkEvent,59,121,2014,3
PowerShell,IssuesEvent,190,917,2014,3
Nimrod,ForkEvent,19,51,2014,3
D,ForkEvent,336,788,2014,3
Objective-J,WatchEvent,34,114,2014,3
Monkey,PushEvent,39,214,2014,3
IDL,ForkEvent,81,233,2014,3
FORTRAN,WatchEvent,202,381,2014,3
AutoHotkey,WatchEvent,154,490,2014,3
Tcl,ForkEvent,79,138,2014,3
Coq,WatchEvent,65,204,2014,3
ANTLR,WatchEvent,12,78,2014,3
Io,WatchEvent,54,167,2014,3
Ada,ForkEvent,102,118,2014,3
Processing,IssuesEvent,55,212,2014,3
AppleScript,IssuesEvent,32,64,2014,3
M,WatchEvent,32,73,2014,3
XQuery,ForkEvent,42,64,2014,3
LSL,PushEvent,21,197,2014,3
Nit,WatchEvent,2,4,2014,3
CSS,CreateEvent,733,735,2014,3
Apex,IssuesEvent,38,299,2014,3
Tcl,IssuesEvent,26,179,2014,3
LabVIEW,PushEvent,74,448,2014,3
AutoHotkey,IssuesEvent,42,172,2014,3
C#,CreateEvent,36,36,2014,3
SQL,WatchEvent,58,188,2014,3
AppleScript,WatchEvent,183,599,2014,3
Slash,ForkEvent,5,36,2014,3
Kotlin,ForkEvent,36,178,2014,3
Logtalk,PushEvent,1,252,2014,3
ASP,WatchEvent,133,264,2014,3
Processing,ForkEvent,258,564,2014,3
Apex,ForkEvent,98,241,2014,3
Kotlin,IssuesEvent,14,70,2014,3
Slash,WatchEvent,11,36,2014,3
Lasso,WatchEvent,18,35,2014,3
Clean,WatchEvent,2,4,2014,3
SuperCollider,PushEvent,66,525,2014,3
HaXe,WatchEvent,70,115,2014,3
Awk,PushEvent,132,725,2014,3
OCaml,ForkEvent,311,646,2014,3
Slash,PushEvent,25,131,2014,3
Smalltalk,WatchEvent,59,124,2014,3
Standard ML,WatchEvent,72,323,2014,3
Prolog,IssuesEvent,33,152,2014,3
Forth,PushEvent,12,162,2014,3
Ceylon,PushEvent,36,609,2014,3
SQL,IssuesEvent,28,239,2014,3
Vala,ForkEvent,83,202,2014,3
nesC,WatchEvent,46,178,2014,3
COBOL,PushEvent,36,236,2014,3
Elm,WatchEvent,52,231,2014,3
Arc,PushEvent,18,145,2014,3
Pascal,ForkEvent,182,410,2014,3
ColdFusion,ForkEvent,178,297,2014,3
KRL,PushEvent,5,822,2014,3
Apex,WatchEvent,112,298,2014,3
Bro,WatchEvent,34,83,2014,3
Mathematica,WatchEvent,49,95,2014,3
Game Maker Language,WatchEvent,25,78,2014,3
Nix,IssuesEvent,12,234,2014,3
nesC,ForkEvent,46,139,2014,3
LiveScript,ForkEvent,47,134,2014,3
VHDL,WatchEvent,118,433,2014,3
Swift,CreateEvent,116,117,2014,3
Common Lisp,ForkEvent,345,579,2014,3
Pan,IssuesEvent,5,22,2014,3
Arc,WatchEvent,21,62,2014,3
Mirah,WatchEvent,6,41,2014,3
Io,ForkEvent,50,91,2014,3
PureScript,IssuesEvent,43,83,2014,3
Objective-C++,ForkEvent,105,497,2014,3
VCL,PushEvent,76,588,2014,3
VHDL,ForkEvent,97,166,2014,3
Delphi,ForkEvent,37,43,2014,3
Pascal,WatchEvent,283,734,2014,3
Standard ML,ForkEvent,36,90,2014,3
R,CreateEvent,173,173,2014,3
AspectJ,PushEvent,58,261,2014,3
GAMS,PushEvent,15,75,2014,3
Hy,PushEvent,17,198,2014,3
Idris,WatchEvent,39,219,2014,3
SystemVerilog,WatchEvent,17,40,2014,3
SQF,IssuesEvent,32,242,2014,3
PigLatin,PushEvent,20,79,2014,3
Idris,PushEvent,55,288,2014,3
Mercury,IssuesEvent,7,81,2014,3
Agda,ForkEvent,16,23,2014,3
SourcePawn,IssuesEvent,26,239,2014,3
Ada,IssuesEvent,8,10,2014,3
Brightscript,WatchEvent,17,63,2014,3
ABAP,PushEvent,20,321,2014,3
Lasso,PushEvent,44,229,2014,3
Java,CreateEvent,351,382,2014,3
Pure Data,WatchEvent,57,97,2014,3
Mathematica,IssuesEvent,21,67,2014,3
Vala,WatchEvent,111,912,2014,3
Parrot,PushEvent,12,304,2014,3
BlitzMax,PushEvent,28,245,2014,3
Visual Basic,ForkEvent,265,738,2014,3
TeX,CreateEvent,95,95,2014,3
OpenEdge ABL,ForkEvent,47,150,2014,3
LiveScript,IssuesEvent,47,165,2014,3
Scilab,ForkEvent,11,18,2014,3
Eiffel,ForkEvent,17,38,2014,3
SourcePawn,ForkEvent,66,129,2014,3
Rebol,PushEvent,67,232,2014,3
Cirru,IssuesEvent,1,1,2014,3
Glyph,PushEvent,8,64,2014,3
Cirru,PushEvent,2,22,2014,3
LookML,PushEvent,3,40,2014,3
Nemerle,PushEvent,33,463,2014,3
Coq,IssuesEvent,9,105,2014,3
BlitzBasic,ForkEvent,63,186,2014,3
PureScript,ForkEvent,52,81,2014,3
REALbasic,WatchEvent,8,28,2014,3
Verilog,ForkEvent,141,279,2014,3
Logos,WatchEvent,133,283,2014,3
CLIPS,PushEvent,16,323,2014,3
Propeller Spin,WatchEvent,31,68,2014,3
XProc,WatchEvent,7,9,2014,3
LabVIEW,IssuesEvent,14,71,2014,3
Gosu,IssuesEvent,35,453,2014,3
AutoIt,WatchEvent,35,110,2014,3
Shell,CreateEvent,70,70,2014,3
AppleScript,ForkEvent,81,148,2014,3
Nimrod,IssuesEvent,29,200,2014,3
Ada,WatchEvent,92,158,2014,3
DOT,WatchEvent,34,104,2014,3
Brightscript,IssuesEvent,8,32,2014,3
NetLogo,IssuesEvent,6,55,2014,3
eC,PushEvent,5,43,2014,3
XML,IssuesEvent,6,31,2014,3
Gnuplot,IssuesEvent,3,12,2014,3
Scheme,IssuesEvent,103,355,2014,3
Augeas,PushEvent,35,127,2014,3
Propeller Spin,ForkEvent,18,39,2014,3
DM,WatchEvent,37,127,2014,3
AutoHotkey,ForkEvent,92,172,2014,3
Crystal,WatchEvent,24,70,2014,3
Elm,IssuesEvent,13,32,2014,3
Kotlin,WatchEvent,58,275,2014,3
Idris,ForkEvent,28,37,2014,3
Turing,IssuesEvent,1,3,2014,3
xBase,IssuesEvent,2,121,2014,3
Mercury,WatchEvent,32,146,2014,3
SAS,ForkEvent,24,30,2014,3
Grammatical Framework,PushEvent,12,113,2014,3
Stata,WatchEvent,35,53,2014,3
Factor,WatchEvent,7,27,2014,3
XML,ForkEvent,26,35,2014,3
Delphi,IssuesEvent,7,30,2014,3
Xojo,WatchEvent,19,33,2014,3
Xojo,IssuesEvent,6,33,2014,3
GAP,IssuesEvent,10,77,2014,3
Tcl,WatchEvent,106,219,2014,3
VCL,WatchEvent,29,107,2014,3
Volt,PushEvent,10,24,2014,3
Coq,ForkEvent,27,43,2014,3
Racket,IssuesEvent,46,189,2014,3
Delphi,WatchEvent,54,67,2014,3
JSONiq,IssuesEvent,2,19,2014,3
Squirrel,ForkEvent,17,33,2014,3
Prolog,WatchEvent,120,310,2014,3
Red,PushEvent,15,213,2014,3
Turing,PushEvent,8,36,2014,3
Awk,IssuesEvent,8,21,2014,3
Boo,WatchEvent,10,15,2014,3
AutoIt,IssuesEvent,17,45,2014,3
Red,ForkEvent,8,19,2014,3
SuperCollider,WatchEvent,35,60,2014,3
VCL,ForkEvent,21,44,2014,3
Agda,IssuesEvent,9,23,2014,3
REALbasic,PushEvent,17,167,2014,3
C++,CreateEvent,126,126,2014,3
HaXe,IssuesEvent,11,14,2014,3
Isabelle,WatchEvent,14,104,2014,3
Smalltalk,ForkEvent,41,58,2014,3
JSONiq,PushEvent,4,613,2014,3
HaXe,PushEvent,6,30,2014,3
Objective-C++,IssuesEvent,48,236,2014,3
Eiffel,WatchEvent,16,33,2014,3
Augeas,IssuesEvent,3,17,2014,3
PHP,CreateEvent,195,196,2014,3
Crystal,ForkEvent,12,20,2014,3
NetLogo,PushEvent,52,442,2014,3
M,IssuesEvent,16,90,2014,3
Stata,IssuesEvent,18,77,2014,3
Perl6,WatchEvent,26,67,2014,3
xBase,ForkEvent,5,8,2014,3
Boo,PushEvent,19,78,2014,3
ooc,ForkEvent,11,14,2014,3
Turing,ForkEvent,8,9,2014,3
Ecl,PushEvent,12,57,2014,3
AGS Script,WatchEvent,26,50,2014,3
Mirah,PushEvent,6,75,2014,3
Turing,WatchEvent,11,18,2014,3
Nix,WatchEvent,32,183,2014,3
ANTLR,ForkEvent,9,36,2014,3
ABAP,WatchEvent,9,27,2014,3
wisp,WatchEvent,5,54,2014,3
Squirrel,WatchEvent,35,63,2014,3
Isabelle,PushEvent,20,206,2014,3
FLUX,IssuesEvent,2,2,2014,3
MoonScript,WatchEvent,22,91,2014,3
RobotFramework,PushEvent,18,75,2014,3
Scilab,IssuesEvent,3,20,2014,3
XML,WatchEvent,20,29,2014,3
Prolog,CreateEvent,1,1,2014,3
Max,ForkEvent,39,49,2014,3
Io,IssuesEvent,2,37,2014,3
SystemVerilog,ForkEvent,17,29,2014,3
Slash,IssuesEvent,3,3,2014,3
Dylan,PushEvent,35,209,2014,3
ASP,ForkEvent,140,219,2014,3
Pan,ForkEvent,9,12,2014,3
Pan,WatchEvent,18,18,2014,3
Xtend,IssuesEvent,10,88,2014,3
Inform 7,ForkEvent,14,31,2014,3
Ceylon,IssuesEvent,4,73,2014,3
Awk,WatchEvent,39,140,2014,3
Hy,WatchEvent,13,27,2014,3
Objective-C,CreateEvent,280,282,2014,3
BlitzBasic,IssuesEvent,17,37,2014,3
OpenSCAD,WatchEvent,14,25,2014,3
Idris,IssuesEvent,4,5,2014,3
Nu,PushEvent,7,68,2014,3
Ox,PushEvent,3,26,2014,3
Augeas,WatchEvent,21,44,2014,3
Self,WatchEvent,4,14,2014,3
ooc,IssuesEvent,2,47,2014,3
MoonScript,IssuesEvent,5,42,2014,3
Xtend,WatchEvent,26,83,2014,3
Grammatical Framework,WatchEvent,9,16,2014,3
Verilog,IssuesEvent,22,199,2014,3
Perl6,ForkEvent,24,49,2014,3
Bro,PushEvent,25,126,2014,3
COBOL,ForkEvent,17,26,2014,3
Squirrel,IssuesEvent,7,32,2014,3
Inform 7,IssuesEvent,4,27,2014,3
Monkey,ForkEvent,5,8,2014,3
VimL,CreateEvent,30,31,2014,3
Cuda,CreateEvent,2,2,2014,3
XQuery,IssuesEvent,23,126,2014,3
Ragel in Ruby Host,PushEvent,13,20,2014,3
Grace,IssuesEvent,1,4,2014,3
LSL,ForkEvent,2,9,2014,3
PAWN,ForkEvent,16,32,2014,3
Volt,WatchEvent,10,17,2014,3
XProc,PushEvent,12,119,2014,3
Scala,CreateEvent,8,8,2014,3
Factor,IssuesEvent,1,36,2014,3
Elm,ForkEvent,22,44,2014,3
Augeas,ForkEvent,12,43,2014,3
Ceylon,WatchEvent,11,20,2014,3
XQuery,WatchEvent,60,87,2014,3
SAS,IssuesEvent,9,313,2014,3
C,CreateEvent,77,77,2014,3
Grace,PushEvent,3,12,2014,3
COBOL,WatchEvent,26,41,2014,3
PAWN,WatchEvent,26,55,2014,3
Monkey,WatchEvent,4,5,2014,3
wisp,IssuesEvent,5,18,2014,3
Nemerle,IssuesEvent,6,16,2014,3
RobotFramework,WatchEvent,15,19,2014,3
J,WatchEvent,6,8,2014,3
Lasso,ForkEvent,18,35,2014,3
Oxygene,ForkEvent,6,15,2014,3
Red,IssuesEvent,1,56,2014,3
Logos,IssuesEvent,23,34,2014,3
MoonScript,ForkEvent,16,23,2014,3
Propeller Spin,IssuesEvent,9,22,2014,3
Matlab,CreateEvent,17,17,2014,3
Stata,ForkEvent,32,37,2014,3
Pure Data,ForkEvent,23,36,2014,3
AutoIt,ForkEvent,26,52,2014,3
GAP,WatchEvent,20,41,2014,3
M,ForkEvent,31,48,2014,3
DCPU-16 ASM,PushEvent,2,10,2014,3
Perl,CreateEvent,80,103,2014,3
Delphi,PushEvent,4,11,2014,3
Bluespec,WatchEvent,24,27,2014,3
Nu,ForkEvent,3,6,2014,3
Rust,CreateEvent,3,3,2014,3
Mathematica,ForkEvent,44,71,2014,3
DOT,ForkEvent,32,50,2014,3
Mercury,ForkEvent,31,56,2014,3
ABAP,ForkEvent,10,15,2014,3
Fancy,WatchEvent,2,6,2014,3
Apex,CreateEvent,3,3,2014,3
AspectJ,IssuesEvent,3,20,2014,3
Objective-J,ForkEvent,15,38,2014,3
Rebol,ForkEvent,8,13,2014,3
Oxygene,WatchEvent,9,13,2014,3
Brightscript,ForkEvent,8,34,2014,3
IDL,CreateEvent,1,1,2014,3
Ceylon,ForkEvent,8,25,2014,3
GAP,ForkEvent,19,49,2014,3
KRL,IssuesEvent,1,18,2014,3
AGS Script,ForkEvent,26,49,2014,3
PogoScript,PushEvent,6,37,2014,3
Chapel,PushEvent,5,42,2014,3
NetLogo,WatchEvent,14,20,2014,3
REALbasic,IssuesEvent,3,6,2014,3
Parrot,ForkEvent,4,13,2014,3
Awk,ForkEvent,26,44,2014,3
BlitzMax,WatchEvent,14,26,2014,3
ooc,WatchEvent,11,18,2014,3
VHDL,IssuesEvent,23,89,2014,3
Nu,WatchEvent,3,4,2014,3
LabVIEW,WatchEvent,14,17,2014,3
SQF,CreateEvent,1,1,2014,3
Processing,CreateEvent,15,15,2014,3
Oxygene,PushEvent,2,3,2014,3
Scilab,WatchEvent,15,19,2014,3
APL,PushEvent,4,8,2014,3
Lasso,IssuesEvent,3,5,2014,3
XC,ForkEvent,18,21,2014,3
XC,WatchEvent,13,15,2014,3
Clean,PushEvent,5,13,2014,3
Chapel,ForkEvent,3,5,2014,3
ATS,IssuesEvent,1,6,2014,3
XProc,IssuesEvent,4,30,2014,3
Game Maker Language,ForkEvent,25,44,2014,3
FLUX,ForkEvent,9,12,2014,3
Parrot,IssuesEvent,1,7,2014,3
Isabelle,ForkEvent,14,24,2014,3
Rebol,IssuesEvent,8,19,2014,3
Xtend,ForkEvent,20,30,2014,3
Bro,ForkEvent,11,14,2014,3
Clojure,CreateEvent,4,4,2014,3
CoffeeScript,CreateEvent,16,16,2014,3
Ragel in Ruby Host,ForkEvent,3,7,2014,3
AGS Script,IssuesEvent,9,29,2014,3
Lua,CreateEvent,12,13,2014,3
Dogescript,PushEvent,1,26,2014,3
Rebol,WatchEvent,11,18,2014,3
