repository_language,type,active_repos_by_url,events,year,quarter
Objective-C,IssuesEvent,2540,11639,2013,3
FORTRAN,PushEvent,655,6576,2013,3
Shell,ForkEvent,6841,21305,2013,3
ActionScript,IssuesEvent,221,1208,2013,3
Rust,WatchEvent,220,1504,2013,3
C#,ForkEvent,5908,17560,2013,3
Elixir,WatchEvent,240,1784,2013,3
CoffeeScript,ForkEvent,1723,6038,2013,3
Lua,ForkEvent,1054,2859,2013,3
Shell,WatchEvent,8039,41886,2013,3
Logos,PushEvent,1143,10372,2013,3
Standard ML,PushEvent,138,1620,2013,3
C++,IssuesEvent,3727,25802,2013,3
Go,IssuesEvent,842,4265,2013,3
Common Lisp,PushEvent,1156,8338,2013,3
HaXe,PushEvent,72,325,2013,3
Puppet,PushEvent,4371,27970,2013,3
Clojure,ForkEvent,1014,2444,2013,3
Assembly,PushEvent,859,5836,2013,3
Objective-C,ForkEvent,9477,36674,2013,3
Lua,WatchEvent,1587,5091,2013,3
Apex,PushEvent,185,1064,2013,3
Puppet,IssuesEvent,348,1003,2013,3
C#,IssuesEvent,2458,16146,2013,3
Lua,IssuesEvent,464,3235,2013,3
OCaml,PushEvent,1101,11855,2013,3
Scala,WatchEvent,2610,16786,2013,3
Scheme,PushEvent,968,7545,2013,3
ASP,PushEvent,676,6126,2013,3
Puppet,ForkEvent,1169,2946,2013,3
R,WatchEvent,874,2375,2013,3
Vala,WatchEvent,83,2395,2013,3
Forth,PushEvent,8,122,2013,3
Verilog,PushEvent,320,3086,2013,3
Processing,WatchEvent,207,834,2013,3
Groovy,WatchEvent,710,2007,2013,3
ActionScript,PushEvent,2037,16630,2013,3
Haxe,PushEvent,695,4944,2013,3
OpenEdge ABL,PushEvent,170,2285,2013,3
Scala,ForkEvent,1504,4986,2013,3
Smalltalk,PushEvent,137,1437,2013,3
Go,WatchEvent,3817,38838,2013,3
Erlang,WatchEvent,3228,8237,2013,3
Common Lisp,WatchEvent,612,1637,2013,3
Racket,PushEvent,732,6593,2013,3
Arduino,ForkEvent,385,712,2013,3
F#,WatchEvent,191,705,2013,3
Perl,IssuesEvent,1316,5566,2013,3
CSS,PushEvent,59770,504337,2013,3
ColdFusion,WatchEvent,155,310,2013,3
CSS,WatchEvent,4897,45474,2013,3
CSS,ForkEvent,4191,17391,2013,3
CSS,IssuesEvent,2978,17591,2013,3
Nimrod,IssuesEvent,16,129,2013,3
Go,ForkEvent,1831,6697,2013,3
Arduino,WatchEvent,560,1214,2013,3
DOT,PushEvent,198,3597,2013,3
C,CreateEvent,51,52,2013,3
Haskell,WatchEvent,1706,6507,2013,3
Haskell,IssuesEvent,561,2791,2013,3
Prolog,ForkEvent,90,197,2013,3
Factor,PushEvent,23,518,2013,3
Perl,ForkEvent,3004,6588,2013,3
Visual Basic,PushEvent,1385,8138,2013,3
Ada,PushEvent,99,1220,2013,3
AppleScript,PushEvent,116,443,2013,3
Dart,WatchEvent,334,1119,2013,3
Erlang,PushEvent,2680,19845,2013,3
Julia,IssuesEvent,134,1082,2013,3
Processing,PushEvent,1031,6045,2013,3
Dylan,IssuesEvent,3,54,2013,3
Haxe,IssuesEvent,90,839,2013,3
OCaml,WatchEvent,499,1486,2013,3
Groovy,IssuesEvent,359,1588,2013,3
XSLT,ForkEvent,183,591,2013,3
D,ForkEvent,245,561,2013,3
Clojure,IssuesEvent,488,1849,2013,3
Assembly,WatchEvent,259,977,2013,3
Apex,ForkEvent,94,194,2013,3
Emacs Lisp,ForkEvent,927,2648,2013,3
XSLT,WatchEvent,165,696,2013,3
TypeScript,WatchEvent,264,1497,2013,3
VimL,IssuesEvent,595,2496,2013,3
Puppet,WatchEvent,939,2457,2013,3
Coq,PushEvent,123,1570,2013,3
Vala,PushEvent,206,2604,2013,3
Visual Basic,ForkEvent,185,638,2013,3
XML,ForkEvent,66,539,2013,3
Dart,ForkEvent,240,514,2013,3
Scilab,PushEvent,55,370,2013,3
Haxe,ForkEvent,171,489,2013,3
Delphi,PushEvent,584,6672,2013,3
LiveScript,WatchEvent,38,325,2013,3
D,WatchEvent,348,1008,2013,3
Prolog,IssuesEvent,47,233,2013,3
Vala,ForkEvent,52,276,2013,3
R,ForkEvent,631,1357,2013,3
ActionScript,ForkEvent,785,2320,2013,3
Mirah,PushEvent,5,35,2013,3
Scala,IssuesEvent,732,4245,2013,3
LiveScript,PushEvent,149,1375,2013,3
Dart,IssuesEvent,125,655,2013,3
TypeScript,ForkEvent,253,1130,2013,3
Ruby,CreateEvent,297,304,2013,3
Julia,WatchEvent,139,669,2013,3
AutoHotkey,WatchEvent,131,280,2013,3
Erlang,ForkEvent,2977,4843,2013,3
Matlab,IssuesEvent,107,559,2013,3
ASP,IssuesEvent,24,134,2013,3
Eiffel,PushEvent,70,1078,2013,3
Delphi,ForkEvent,144,324,2013,3
F#,ForkEvent,100,269,2013,3
C#,CreateEvent,26,27,2013,3
D,IssuesEvent,94,699,2013,3
Visual Basic,IssuesEvent,108,489,2013,3
FORTRAN,ForkEvent,94,219,2013,3
XSLT,IssuesEvent,100,804,2013,3
R,IssuesEvent,411,1964,2013,3
Emacs Lisp,IssuesEvent,435,1761,2013,3
Kotlin,PushEvent,45,507,2013,3
Augeas,PushEvent,15,102,2013,3
ColdFusion,PushEvent,356,4051,2013,3
Haskell,ForkEvent,976,2007,2013,3
Visual Basic,WatchEvent,220,569,2013,3
Smalltalk,WatchEvent,43,73,2013,3
HaXe,WatchEvent,135,339,2013,3
Racket,WatchEvent,183,515,2013,3
Gosu,PushEvent,94,569,2013,3
Julia,ForkEvent,121,327,2013,3
Lasso,ForkEvent,16,158,2013,3
F#,IssuesEvent,58,314,2013,3
Io,PushEvent,41,280,2013,3
ColdFusion,IssuesEvent,60,621,2013,3
Rust,ForkEvent,137,500,2013,3
Groovy,ForkEvent,703,1520,2013,3
VHDL,PushEvent,257,2477,2013,3
Rust,IssuesEvent,57,1259,2013,3
FORTRAN,IssuesEvent,55,377,2013,3
Logos,ForkEvent,116,187,2013,3
Haxe,WatchEvent,300,1633,2013,3
Scheme,WatchEvent,323,1751,2013,3
SuperCollider,PushEvent,170,1714,2013,3
Pure Data,PushEvent,81,779,2013,3
Parrot,PushEvent,17,456,2013,3
Lasso,PushEvent,114,1026,2013,3
Tcl,IssuesEvent,19,77,2013,3
JavaScript,CreateEvent,570,630,2013,3
TypeScript,IssuesEvent,100,1175,2013,3
XML,PushEvent,148,1986,2013,3
PowerShell,WatchEvent,250,952,2013,3
Matlab,WatchEvent,379,860,2013,3
Nemerle,PushEvent,62,731,2013,3
Elixir,IssuesEvent,50,467,2013,3
Common Lisp,IssuesEvent,119,328,2013,3
Verilog,WatchEvent,123,347,2013,3
Verilog,ForkEvent,87,163,2013,3
Prolog,WatchEvent,159,493,2013,3
OCaml,IssuesEvent,155,821,2013,3
Matlab,ForkEvent,378,756,2013,3
MoonScript,PushEvent,25,195,2013,3
ASP,ForkEvent,91,198,2013,3
AppleScript,IssuesEvent,16,45,2013,3
Eiffel,IssuesEvent,5,283,2013,3
Pascal,PushEvent,172,1167,2013,3
PowerShell,ForkEvent,199,492,2013,3
Pascal,IssuesEvent,9,48,2013,3
Coq,ForkEvent,12,22,2013,3
Pure Data,WatchEvent,65,134,2013,3
OCaml,ForkEvent,233,493,2013,3
AppleScript,WatchEvent,80,301,2013,3
Arc,ForkEvent,4,13,2013,3
DOT,WatchEvent,40,220,2013,3
Delphi,IssuesEvent,68,646,2013,3
PowerShell,IssuesEvent,95,410,2013,3
Java,CreateEvent,213,216,2013,3
M,ForkEvent,19,26,2013,3
Shell,CreateEvent,42,43,2013,3
Processing,ForkEvent,146,367,2013,3
Tcl,WatchEvent,68,153,2013,3
Pascal,WatchEvent,14,26,2013,3
Monkey,PushEvent,11,67,2013,3
Kotlin,WatchEvent,29,104,2013,3
Gosu,ForkEvent,15,41,2013,3
Scheme,ForkEvent,224,479,2013,3
Standard ML,WatchEvent,53,154,2013,3
CSS,CreateEvent,220,222,2013,3
Apex,WatchEvent,176,270,2013,3
Scilab,WatchEvent,11,27,2013,3
OpenEdge ABL,ForkEvent,26,70,2013,3
Scheme,IssuesEvent,65,1987,2013,3
VHDL,ForkEvent,71,158,2013,3
Logtalk,PushEvent,3,164,2013,3
Objective-J,ForkEvent,21,64,2013,3
Coq,WatchEvent,37,108,2013,3
XQuery,ForkEvent,21,32,2013,3
Nimrod,ForkEvent,8,38,2013,3
XC,PushEvent,27,242,2013,3
Objective-J,IssuesEvent,7,140,2013,3
Squirrel,IssuesEvent,2,25,2013,3
PHP,CreateEvent,156,156,2013,3
DOT,IssuesEvent,13,104,2013,3
Nimrod,PushEvent,59,434,2013,3
Racket,ForkEvent,98,246,2013,3
LiveScript,IssuesEvent,28,193,2013,3
Rebol,PushEvent,23,167,2013,3
Elixir,ForkEvent,104,329,2013,3
Assembly,ForkEvent,196,507,2013,3
Objective-C,CreateEvent,277,283,2013,3
AutoHotkey,IssuesEvent,36,122,2013,3
ooc,PushEvent,20,210,2013,3
M,PushEvent,151,846,2013,3
Objective-J,WatchEvent,25,154,2013,3
Xtend,PushEvent,37,447,2013,3
Io,WatchEvent,38,63,2013,3
Apex,IssuesEvent,29,252,2013,3
Augeas,WatchEvent,2,13,2013,3
Vala,IssuesEvent,30,209,2013,3
Lasso,IssuesEvent,6,58,2013,3
ColdFusion,ForkEvent,134,246,2013,3
Arc,PushEvent,14,133,2013,3
Bro,PushEvent,20,91,2013,3
Ragel in Ruby Host,PushEvent,10,77,2013,3
Assembly,IssuesEvent,48,150,2013,3
ASP,WatchEvent,93,523,2013,3
Objective-J,PushEvent,61,413,2013,3
PogoScript,PushEvent,7,21,2013,3
Nimrod,WatchEvent,19,187,2013,3
Slash,PushEvent,33,679,2013,3
Scilab,ForkEvent,13,22,2013,3
Ecl,PushEvent,20,107,2013,3
Fancy,PushEvent,2,31,2013,3
VHDL,IssuesEvent,11,154,2013,3
Awk,PushEvent,64,392,2013,3
Bro,WatchEvent,11,17,2013,3
Tcl,ForkEvent,60,116,2013,3
Ceylon,PushEvent,23,198,2013,3
C++,CreateEvent,77,87,2013,3
Python,CreateEvent,207,217,2013,3
VimL,CreateEvent,26,26,2013,3
ooc,WatchEvent,12,28,2013,3
Processing,IssuesEvent,37,94,2013,3
Perl,CreateEvent,33,33,2013,3
FORTRAN,WatchEvent,119,322,2013,3
DCPU-16 ASM,WatchEvent,9,16,2013,3
Arduino,IssuesEvent,97,263,2013,3
Racket,IssuesEvent,48,153,2013,3
Self,WatchEvent,4,9,2013,3
Xtend,IssuesEvent,9,41,2013,3
AutoHotkey,ForkEvent,60,124,2013,3
Ada,ForkEvent,9,17,2013,3
XML,IssuesEvent,22,172,2013,3
Logos,WatchEvent,123,198,2013,3
Turing,PushEvent,5,37,2013,3
OpenEdge ABL,WatchEvent,36,91,2013,3
Max,PushEvent,6,76,2013,3
XML,WatchEvent,81,204,2013,3
SuperCollider,IssuesEvent,7,64,2013,3
Arc,IssuesEvent,2,27,2013,3
XQuery,IssuesEvent,10,53,2013,3
XProc,PushEvent,7,188,2013,3
Arc,WatchEvent,8,63,2013,3
AppleScript,ForkEvent,30,56,2013,3
CLIPS,PushEvent,12,97,2013,3
CLIPS,WatchEvent,3,3,2013,3
Pike,PushEvent,10,47,2013,3
R,CreateEvent,20,20,2013,3
M,WatchEvent,18,29,2013,3
Pascal,ForkEvent,7,11,2013,3
LiveScript,ForkEvent,21,76,2013,3
Awk,IssuesEvent,4,17,2013,3
Opa,WatchEvent,8,50,2013,3
Dylan,ForkEvent,12,22,2013,3
Ragel in Ruby Host,WatchEvent,4,21,2013,3
Logtalk,IssuesEvent,1,1,2013,3
VHDL,WatchEvent,72,167,2013,3
Xtend,WatchEvent,14,43,2013,3
Slash,WatchEvent,6,19,2013,3
Gosu,IssuesEvent,15,20,2013,3
HaXe,ForkEvent,69,99,2013,3
XQuery,WatchEvent,37,48,2013,3
Nemerle,IssuesEvent,7,75,2013,3
CoffeeScript,CreateEvent,16,16,2013,3
Nemerle,ForkEvent,14,52,2013,3
Factor,WatchEvent,10,34,2013,3
M,IssuesEvent,8,26,2013,3
Parrot,WatchEvent,5,18,2013,3
eC,PushEvent,5,75,2013,3
Pike,ForkEvent,3,3,2013,3
Ada,WatchEvent,35,53,2013,3
Parrot,ForkEvent,2,10,2013,3
DCPU-16 ASM,PushEvent,8,131,2013,3
Slash,ForkEvent,7,12,2013,3
MoonScript,WatchEvent,10,19,2013,3
Nemerle,WatchEvent,33,124,2013,3
DOT,ForkEvent,32,90,2013,3
Lua,CreateEvent,7,8,2013,3
Smalltalk,IssuesEvent,18,84,2013,3
XProc,ForkEvent,1,1,2013,3
HaXe,IssuesEvent,21,32,2013,3
Smalltalk,ForkEvent,30,52,2013,3
Boo,PushEvent,19,80,2013,3
Augeas,IssuesEvent,1,6,2013,3
Ceylon,WatchEvent,9,18,2013,3
Rouge,ForkEvent,2,2,2013,3
Lasso,WatchEvent,14,36,2013,3
Scala,CreateEvent,13,13,2013,3
Squirrel,PushEvent,9,60,2013,3
SuperCollider,ForkEvent,17,23,2013,3
Awk,ForkEvent,8,14,2013,3
Gosu,WatchEvent,22,67,2013,3
Ada,IssuesEvent,4,26,2013,3
Verilog,IssuesEvent,18,37,2013,3
Factor,IssuesEvent,3,22,2013,3
Coq,IssuesEvent,7,41,2013,3
Slash,IssuesEvent,4,50,2013,3
Io,IssuesEvent,2,44,2013,3
FORTRAN,CreateEvent,1,1,2013,3
Go,CreateEvent,10,10,2013,3
ooc,ForkEvent,6,27,2013,3
SuperCollider,WatchEvent,33,45,2013,3
DCPU-16 ASM,IssuesEvent,5,12,2013,3
MoonScript,ForkEvent,1,1,2013,3
Ecl,WatchEvent,4,4,2013,3
Parrot,IssuesEvent,4,21,2013,3
Io,ForkEvent,17,17,2013,3
Pure Data,ForkEvent,21,51,2013,3
Forth,WatchEvent,5,8,2013,3
Kotlin,ForkEvent,15,33,2013,3
Nu,WatchEvent,3,4,2013,3
Mirah,WatchEvent,5,29,2013,3
Eiffel,WatchEvent,18,27,2013,3
Kotlin,IssuesEvent,6,29,2013,3
Rebol,IssuesEvent,2,12,2013,3
Standard ML,ForkEvent,29,58,2013,3
Dylan,WatchEvent,6,17,2013,3
Boo,IssuesEvent,2,12,2013,3
eC,WatchEvent,1,1,2013,3
eC,ForkEvent,1,2,2013,3
PogoScript,ForkEvent,2,3,2013,3
Logtalk,WatchEvent,2,5,2013,3
Nu,PushEvent,8,24,2013,3
Puppet,CreateEvent,10,10,2013,3
Augeas,ForkEvent,3,21,2013,3
wisp,PushEvent,4,30,2013,3
Rebol,ForkEvent,7,11,2013,3
Opa,ForkEvent,5,5,2013,3
ooc,IssuesEvent,3,5,2013,3
ABAP,WatchEvent,2,4,2013,3
XProc,WatchEvent,1,1,2013,3
Max,IssuesEvent,1,2,2013,3
Arduino,CreateEvent,18,18,2013,3
OpenEdge ABL,IssuesEvent,9,22,2013,3
Factor,ForkEvent,3,6,2013,3
Ceylon,ForkEvent,5,6,2013,3
Standard ML,IssuesEvent,8,16,2013,3
PogoScript,WatchEvent,6,11,2013,3
Boo,ForkEvent,9,10,2013,3
Eiffel,ForkEvent,18,29,2013,3
Fancy,WatchEvent,5,18,2013,3
Pike,WatchEvent,3,3,2013,3
Mirah,ForkEvent,1,3,2013,3
Haskell,CreateEvent,5,5,2013,3
Monkey,WatchEvent,8,12,2013,3
Mirah,IssuesEvent,1,8,2013,3
Rouge,PushEvent,3,3,2013,3
D,CreateEvent,2,2,2013,3
ActionScript,CreateEvent,2,2,2013,3
Common Lisp,CreateEvent,3,3,2013,3
ASP,CreateEvent,1,1,2013,3
Processing,CreateEvent,7,7,2013,3
Turing,WatchEvent,2,3,2013,3
Ceylon,IssuesEvent,4,16,2013,3
Fancy,ForkEvent,1,3,2013,3
Scilab,IssuesEvent,1,7,2013,3
Rebol,WatchEvent,7,12,2013,3
Self,PushEvent,6,10,2013,3
Forth,ForkEvent,3,3,2013,3
Clojure,CreateEvent,8,8,2013,3
Fantom,WatchEvent,2,2,2013,3
Ragel in Ruby Host,ForkEvent,2,2,2013,3
Ecl,ForkEvent,3,10,2013,3
Nu,ForkEvent,2,3,2013,3
Emacs Lisp,CreateEvent,3,3,2013,3
Opa,PushEvent,3,6,2013,3
Logos,CreateEvent,2,3,2013,3
Elixir,CreateEvent,3,3,2013,3
ABAP,PushEvent,4,16,2013,3
Bro,IssuesEvent,1,1,2013,3
Xtend,ForkEvent,3,3,2013,3
Monkey,ForkEvent,1,3,2013,3
Racket,CreateEvent,3,3,2013,3
XC,ForkEvent,2,3,2013,3
COBOL,PushEvent,2,4,2013,3
Boo,WatchEvent,13,14,2013,3
Max,ForkEvent,1,3,2013,3
Vala,CreateEvent,1,1,2013,3
ABAP,ForkEvent,4,4,2013,3
Groovy,CreateEvent,4,4,2013,3
Matlab,CreateEvent,4,4,2013,3
DCPU-16 ASM,ForkEvent,4,4,2013,3
Opa,IssuesEvent,1,1,2013,3
Rust,CreateEvent,1,1,2013,3
Pure Data,IssuesEvent,5,9,2013,3
PowerShell,CreateEvent,1,1,2013,3
Fancy,IssuesEvent,1,2,2013,3
SuperCollider,CreateEvent,2,2,2013,3
Erlang,CreateEvent,2,2,2013,3
Max,WatchEvent,1,1,2013,3
Self,ForkEvent,2,4,2013,3
Julia,CreateEvent,3,4,2013,3
Omgrofl,WatchEvent,1,2,2013,3
Ioke,ForkEvent,1,1,2013,3
Bro,ForkEvent,2,3,2013,3
Ecl,IssuesEvent,1,4,2013,3
Monkey,IssuesEvent,1,1,2013,3
AppleScript,CreateEvent,2,2,2013,3
Pike,IssuesEvent,1,1,2013,3
M,CreateEvent,2,2,2013,3
Dart,CreateEvent,1,1,2013,3
Ragel in Ruby Host,IssuesEvent,1,1,2013,3
Haxe,CreateEvent,1,1,2013,3
Assembly,CreateEvent,1,1,2013,3
Fantom,PushEvent,1,1,2013,3
OCaml,CreateEvent,1,1,2013,3
Visual Basic,CreateEvent,1,1,2013,3
