repository_language,type,active_repos_by_url,events,year,quarter
Matlab,PushEvent,2403,30713,2013,2
Lua,ForkEvent,942,2265,2013,2
XML,PushEvent,1087,9378,2013,2
Assembly,PushEvent,924,7403,2013,2
Elixir,PushEvent,277,3073,2013,2
Haxe,PushEvent,603,6675,2013,2
Verilog,PushEvent,348,3999,2013,2
Scala,ForkEvent,1442,4346,2013,2
Visual Basic,WatchEvent,174,438,2013,2
Haskell,WatchEvent,1658,5260,2013,2
Perl,ForkEvent,2626,5719,2013,2
Delphi,ForkEvent,121,258,2013,2
Groovy,IssuesEvent,307,1319,2013,2
LiveScript,IssuesEvent,22,150,2013,2
Arduino,PushEvent,1990,10482,2013,2
Processing,WatchEvent,174,750,2013,2
F#,WatchEvent,241,1088,2013,2
XML,ForkEvent,155,920,2013,2
Perl,IssuesEvent,1151,5088,2013,2
Delphi,PushEvent,677,8310,2013,2
Objective-J,PushEvent,66,792,2013,2
Common Lisp,WatchEvent,577,1938,2013,2
XML,WatchEvent,168,599,2013,2
R,ForkEvent,546,1241,2013,2
Scala,IssuesEvent,638,3983,2013,2
Puppet,WatchEvent,855,2263,2013,2
CoffeeScript,IssuesEvent,1022,5396,2013,2
D,ForkEvent,191,445,2013,2
Smalltalk,PushEvent,91,1804,2013,2
Emacs Lisp,IssuesEvent,447,1705,2013,2
Monkey,PushEvent,27,156,2013,2
AppleScript,PushEvent,134,597,2013,2
PowerShell,PushEvent,880,5555,2013,2
Scheme,ForkEvent,138,244,2013,2
Erlang,IssuesEvent,241,935,2013,2
Scheme,WatchEvent,288,863,2013,2
Puppet,ForkEvent,1085,2667,2013,2
D,PushEvent,1025,9504,2013,2
Clojure,IssuesEvent,424,1901,2013,2
Prolog,PushEvent,574,5039,2013,2
Puppet,IssuesEvent,325,857,2013,2
D,IssuesEvent,84,461,2013,2
Erlang,ForkEvent,945,2285,2013,2
Kotlin,IssuesEvent,5,40,2013,2
ASP,IssuesEvent,32,249,2013,2
Lua,IssuesEvent,396,3060,2013,2
Rust,PushEvent,516,8608,2013,2
Haxe,WatchEvent,257,1598,2013,2
Racket,PushEvent,687,6106,2013,2
Eiffel,PushEvent,58,1059,2013,2
DOT,ForkEvent,24,108,2013,2
DOT,WatchEvent,32,373,2013,2
AutoHotkey,PushEvent,239,1722,2013,2
Nemerle,PushEvent,56,419,2013,2
Vala,WatchEvent,65,627,2013,2
Haskell,ForkEvent,816,1522,2013,2
ColdFusion,PushEvent,412,4656,2013,2
TypeScript,ForkEvent,197,1311,2013,2
R,WatchEvent,785,2697,2013,2
DOT,PushEvent,224,3373,2013,2
Julia,IssuesEvent,111,1072,2013,2
ColdFusion,ForkEvent,136,275,2013,2
Common Lisp,IssuesEvent,135,421,2013,2
Haskell,IssuesEvent,515,2369,2013,2
D,WatchEvent,289,843,2013,2
R,IssuesEvent,340,1740,2013,2
HaXe,PushEvent,127,566,2013,2
XQuery,ForkEvent,20,33,2013,2
Apex,WatchEvent,78,161,2013,2
Tcl,PushEvent,290,1964,2013,2
Emacs Lisp,ForkEvent,1027,2445,2013,2
Dart,IssuesEvent,125,883,2013,2
Assembly,WatchEvent,255,1895,2013,2
OCaml,WatchEvent,379,1148,2013,2
JavaScript,CreateEvent,438,469,2013,2
Matlab,WatchEvent,374,885,2013,2
Augeas,WatchEvent,6,23,2013,2
Lasso,PushEvent,140,1481,2013,2
Arduino,ForkEvent,289,513,2013,2
Apex,IssuesEvent,26,198,2013,2
Objective-J,WatchEvent,80,224,2013,2
Prolog,WatchEvent,115,378,2013,2
F#,IssuesEvent,46,225,2013,2
Kotlin,PushEvent,54,334,2013,2
OpenEdge ABL,PushEvent,130,1148,2013,2
XQuery,PushEvent,74,451,2013,2
DCPU-16 ASM,WatchEvent,14,20,2013,2
VimL,IssuesEvent,556,2187,2013,2
Julia,WatchEvent,143,661,2013,2
ASP,ForkEvent,87,131,2013,2
Dart,WatchEvent,398,1501,2013,2
Matlab,IssuesEvent,112,626,2013,2
Apex,PushEvent,184,1155,2013,2
Rebol,PushEvent,23,204,2013,2
Vala,PushEvent,162,1703,2013,2
Xtend,PushEvent,37,310,2013,2
ooc,PushEvent,27,190,2013,2
Pure Data,WatchEvent,78,160,2013,2
Parrot,PushEvent,16,470,2013,2
Rust,ForkEvent,99,456,2013,2
Logtalk,PushEvent,4,214,2013,2
Go,CreateEvent,12,12,2013,2
OCaml,ForkEvent,195,361,2013,2
Racket,WatchEvent,186,489,2013,2
Haxe,IssuesEvent,79,2448,2013,2
Monkey,WatchEvent,6,9,2013,2
LiveScript,PushEvent,115,1230,2013,2
Delphi,WatchEvent,212,462,2013,2
HaXe,WatchEvent,171,350,2013,2
Nemerle,WatchEvent,26,113,2013,2
Java,CreateEvent,191,193,2013,2
Visual Basic,IssuesEvent,93,424,2013,2
Ruby,CreateEvent,284,294,2013,2
Opa,PushEvent,9,29,2013,2
PHP,CreateEvent,229,235,2013,2
Objective-C,CreateEvent,158,160,2013,2
Assembly,ForkEvent,164,469,2013,2
Julia,ForkEvent,101,360,2013,2
CoffeeScript,CreateEvent,15,15,2013,2
Elixir,IssuesEvent,28,346,2013,2
Apex,ForkEvent,61,132,2013,2
Python,CreateEvent,152,153,2013,2
C,CreateEvent,70,72,2013,2
C++,CreateEvent,54,54,2013,2
Groovy,ForkEvent,672,1319,2013,2
Prolog,ForkEvent,76,153,2013,2
VHDL,IssuesEvent,15,383,2013,2
OCaml,IssuesEvent,120,817,2013,2
DCPU-16 ASM,PushEvent,15,258,2013,2
Visual Basic,ForkEvent,156,305,2013,2
Dart,ForkEvent,246,557,2013,2
Scilab,PushEvent,53,433,2013,2
Matlab,ForkEvent,365,638,2013,2
AppleScript,WatchEvent,70,260,2013,2
Objective-J,IssuesEvent,7,105,2013,2
Kotlin,WatchEvent,19,69,2013,2
Elixir,WatchEvent,116,914,2013,2
Lasso,ForkEvent,10,209,2013,2
Bro,WatchEvent,5,7,2013,2
ooc,ForkEvent,5,6,2013,2
Processing,ForkEvent,122,378,2013,2
Pure Data,PushEvent,119,823,2013,2
Lasso,WatchEvent,14,50,2013,2
Io,PushEvent,32,414,2013,2
Scilab,WatchEvent,9,118,2013,2
Pike,WatchEvent,3,3,2013,2
Turing,PushEvent,12,142,2013,2
VHDL,ForkEvent,63,150,2013,2
Arduino,IssuesEvent,84,358,2013,2
ColdFusion,WatchEvent,174,390,2013,2
Nimrod,PushEvent,39,455,2013,2
Racket,IssuesEvent,39,179,2013,2
ColdFusion,CreateEvent,1,1,2013,2
FORTRAN,ForkEvent,107,170,2013,2
Factor,PushEvent,29,930,2013,2
ColdFusion,IssuesEvent,74,809,2013,2
Arduino,WatchEvent,484,922,2013,2
AutoHotkey,ForkEvent,53,81,2013,2
Ada,IssuesEvent,14,47,2013,2
Rust,IssuesEvent,28,1007,2013,2
XML,IssuesEvent,92,587,2013,2
Vala,IssuesEvent,38,249,2013,2
Ecl,PushEvent,9,83,2013,2
Standard ML,WatchEvent,38,190,2013,2
Logos,IssuesEvent,47,246,2013,2
ooc,WatchEvent,18,23,2013,2
Gosu,PushEvent,63,379,2013,2
XSLT,PushEvent,443,2503,2013,2
M,PushEvent,42,214,2013,2
Fancy,PushEvent,2,38,2013,2
Delphi,IssuesEvent,50,315,2013,2
Nimrod,IssuesEvent,10,138,2013,2
Elixir,ForkEvent,44,174,2013,2
XSLT,IssuesEvent,29,117,2013,2
Verilog,ForkEvent,81,140,2013,2
Nu,PushEvent,11,149,2013,2
PowerShell,IssuesEvent,70,242,2013,2
Ragel in Ruby Host,PushEvent,10,87,2013,2
XSLT,ForkEvent,38,68,2013,2
Tcl,IssuesEvent,17,49,2013,2
Gosu,WatchEvent,21,72,2013,2
Ada,PushEvent,83,1300,2013,2
Prolog,IssuesEvent,41,248,2013,2
Arc,WatchEvent,15,104,2013,2
Opa,ForkEvent,9,10,2013,2
Coq,WatchEvent,34,130,2013,2
Arc,ForkEvent,7,45,2013,2
Standard ML,ForkEvent,19,43,2013,2
Arc,PushEvent,24,164,2013,2
Logos,ForkEvent,93,219,2013,2
Assembly,IssuesEvent,59,269,2013,2
Haxe,ForkEvent,142,438,2013,2
AutoHotkey,WatchEvent,97,210,2013,2
Pure Data,ForkEvent,31,60,2013,2
Nu,WatchEvent,8,11,2013,2
Perl,CreateEvent,28,29,2013,2
Eiffel,IssuesEvent,3,40,2013,2
Coq,IssuesEvent,7,182,2013,2
LiveScript,WatchEvent,40,183,2013,2
LiveScript,ForkEvent,14,32,2013,2
MoonScript,PushEvent,14,181,2013,2
Max,PushEvent,7,71,2013,2
PowerShell,ForkEvent,163,376,2013,2
Rebol,ForkEvent,7,9,2013,2
PogoScript,WatchEvent,3,131,2013,2
ABAP,ForkEvent,3,6,2013,2
Awk,ForkEvent,9,20,2013,2
Augeas,PushEvent,18,100,2013,2
Nimrod,WatchEvent,16,70,2013,2
Awk,PushEvent,71,521,2013,2
Processing,IssuesEvent,56,320,2013,2
Logos,WatchEvent,106,188,2013,2
XQuery,IssuesEvent,12,74,2013,2
Boo,PushEvent,24,266,2013,2
Objective-J,ForkEvent,22,57,2013,2
Nimrod,ForkEvent,6,14,2013,2
Ceylon,PushEvent,19,173,2013,2
Pike,PushEvent,19,41,2013,2
Io,WatchEvent,24,48,2013,2
Xtend,IssuesEvent,6,29,2013,2
HaXe,IssuesEvent,33,49,2013,2
Scilab,ForkEvent,11,27,2013,2
OpenEdge ABL,IssuesEvent,7,28,2013,2
Bro,PushEvent,11,29,2013,2
Scheme,IssuesEvent,44,145,2013,2
Io,IssuesEvent,3,52,2013,2
Mirah,WatchEvent,9,10,2013,2
Racket,ForkEvent,94,188,2013,2
Rebol,WatchEvent,14,27,2013,2
Processing,CreateEvent,11,11,2013,2
Eiffel,ForkEvent,11,13,2013,2
FORTRAN,IssuesEvent,46,226,2013,2
FORTRAN,CreateEvent,1,1,2013,2
Vala,ForkEvent,37,76,2013,2
Nemerle,ForkEvent,16,33,2013,2
Kotlin,ForkEvent,9,14,2013,2
Eiffel,WatchEvent,11,18,2013,2
Gosu,ForkEvent,13,34,2013,2
AutoHotkey,IssuesEvent,21,51,2013,2
HaXe,ForkEvent,78,120,2013,2
PogoScript,PushEvent,14,58,2013,2
Shell,CreateEvent,31,32,2013,2
Dart,CreateEvent,2,2,2013,2
Erlang,CreateEvent,1,1,2013,2
Tcl,WatchEvent,69,114,2013,2
XSLT,WatchEvent,43,69,2013,2
SuperCollider,ForkEvent,17,23,2013,2
eC,PushEvent,4,21,2013,2
Parrot,IssuesEvent,3,14,2013,2
Boo,WatchEvent,11,23,2013,2
Ada,WatchEvent,35,79,2013,2
Fancy,WatchEvent,2,11,2013,2
SuperCollider,WatchEvent,25,48,2013,2
Smalltalk,IssuesEvent,22,136,2013,2
XQuery,WatchEvent,25,48,2013,2
Lasso,IssuesEvent,8,73,2013,2
Tcl,ForkEvent,34,50,2013,2
R,CreateEvent,17,17,2013,2
ASP,WatchEvent,75,120,2013,2
Bro,ForkEvent,3,3,2013,2
Nemerle,IssuesEvent,4,47,2013,2
ABAP,PushEvent,5,6,2013,2
OpenEdge ABL,WatchEvent,42,104,2013,2
AppleScript,ForkEvent,37,56,2013,2
Factor,ForkEvent,3,14,2013,2
Parrot,ForkEvent,6,12,2013,2
Factor,IssuesEvent,2,70,2013,2
DOT,IssuesEvent,10,126,2013,2
Self,WatchEvent,3,9,2013,2
Puppet,CreateEvent,6,6,2013,2
CLIPS,PushEvent,17,118,2013,2
Smalltalk,WatchEvent,50,85,2013,2
Ceylon,IssuesEvent,3,13,2013,2
PogoScript,ForkEvent,1,34,2013,2
DCPU-16 ASM,IssuesEvent,4,53,2013,2
Fantom,WatchEvent,2,4,2013,2
MoonScript,ForkEvent,4,4,2013,2
VimL,CreateEvent,7,7,2013,2
Forth,PushEvent,7,82,2013,2
Smalltalk,ForkEvent,18,25,2013,2
Mirah,PushEvent,6,8,2013,2
XProc,PushEvent,3,19,2013,2
Xtend,WatchEvent,14,28,2013,2
Boo,ForkEvent,2,3,2013,2
Factor,WatchEvent,8,39,2013,2
Xtend,ForkEvent,8,13,2013,2
Pike,IssuesEvent,1,1,2013,2
Elixir,CreateEvent,1,1,2013,2
ooc,IssuesEvent,3,3,2013,2
Turing,ForkEvent,3,3,2013,2
Fantom,PushEvent,4,37,2013,2
SuperCollider,IssuesEvent,6,46,2013,2
DCPU-16 ASM,ForkEvent,5,5,2013,2
Standard ML,IssuesEvent,10,51,2013,2
Dylan,IssuesEvent,5,15,2013,2
Opa,WatchEvent,6,10,2013,2
Verilog,IssuesEvent,17,109,2013,2
Ceylon,WatchEvent,8,21,2013,2
Ceylon,ForkEvent,6,15,2013,2
MoonScript,WatchEvent,7,13,2013,2
Ioke,PushEvent,2,32,2013,2
Ragel in Ruby Host,WatchEvent,5,21,2013,2
Augeas,ForkEvent,4,19,2013,2
Max,IssuesEvent,2,2,2013,2
Pure Data,IssuesEvent,6,14,2013,2
Dylan,WatchEvent,6,9,2013,2
Io,ForkEvent,7,11,2013,2
C#,CreateEvent,17,17,2013,2
ActionScript,CreateEvent,6,6,2013,2
Parrot,WatchEvent,6,22,2013,2
Rebol,IssuesEvent,2,18,2013,2
AppleScript,IssuesEvent,20,43,2013,2
Logos,CreateEvent,3,3,2013,2
Gosu,IssuesEvent,3,5,2013,2
Coq,ForkEvent,13,19,2013,2
Ada,ForkEvent,13,21,2013,2
Lua,CreateEvent,9,9,2013,2
Augeas,IssuesEvent,2,10,2013,2
Turing,WatchEvent,5,5,2013,2
wisp,WatchEvent,2,2,2013,2
Ragel in Ruby Host,ForkEvent,1,3,2013,2
CLIPS,ForkEvent,1,1,2013,2
Matlab,CreateEvent,8,8,2013,2
Arduino,CreateEvent,16,16,2013,2
Monkey,IssuesEvent,2,12,2013,2
Nu,ForkEvent,7,8,2013,2
Haxe,CreateEvent,2,2,2013,2
Logtalk,WatchEvent,2,6,2013,2
Rouge,PushEvent,3,13,2013,2
Dylan,ForkEvent,4,9,2013,2
M,ForkEvent,1,1,2013,2
Awk,IssuesEvent,5,8,2013,2
Ecl,IssuesEvent,1,9,2013,2
Scilab,IssuesEvent,2,3,2013,2
Haskell,CreateEvent,19,19,2013,2
Nu,IssuesEvent,2,5,2013,2
PogoScript,IssuesEvent,2,9,2013,2
MoonScript,IssuesEvent,1,2,2013,2
Emacs Lisp,CreateEvent,2,2,2013,2
Ragel in Ruby Host,IssuesEvent,1,10,2013,2
AppleScript,CreateEvent,1,1,2013,2
M,IssuesEvent,2,9,2013,2
ABAP,WatchEvent,3,8,2013,2
Forth,WatchEvent,4,5,2013,2
M,WatchEvent,3,4,2013,2
Max,ForkEvent,3,3,2013,2
Opa,IssuesEvent,1,4,2013,2
Scala,CreateEvent,7,7,2013,2
XSLT,CreateEvent,1,1,2013,2
wisp,PushEvent,1,4,2013,2
XML,CreateEvent,3,3,2013,2
Delphi,CreateEvent,3,3,2013,2
Ioke,WatchEvent,1,1,2013,2
Logtalk,ForkEvent,2,3,2013,2
Omgrofl,PushEvent,1,2,2013,2
ASP,CreateEvent,1,1,2013,2
Clojure,CreateEvent,9,9,2013,2
Mirah,ForkEvent,1,1,2013,2
CLIPS,IssuesEvent,1,1,2013,2
Scheme,CreateEvent,1,1,2013,2
Max,WatchEvent,1,2,2013,2
Monkey,ForkEvent,2,3,2013,2
Self,ForkEvent,1,1,2013,2
Common Lisp,CreateEvent,1,1,2013,2
Bro,IssuesEvent,1,1,2013,2
SuperCollider,CreateEvent,1,1,2013,2
Groovy,CreateEvent,2,2,2013,2
Visual Basic,CreateEvent,2,2,2013,2
F#,CreateEvent,1,1,2013,2
LiveScript,CreateEvent,1,1,2013,2
XProc,WatchEvent,2,2,2013,2
Assembly,CreateEvent,1,1,2013,2
PowerShell,CreateEvent,1,1,2013,2
