repository_language,type,active_repos_by_url,events,year,quarter
OpenEdge ABL,PushEvent,88,1020,2013,1
OpenEdge ABL,IssuesEvent,5,94,2013,1
SuperCollider,WatchEvent,20,24,2013,1
Kotlin,PushEvent,53,463,2013,1
Apex,PushEvent,170,791,2013,1
Delphi,PushEvent,506,6217,2013,1
Erlang,WatchEvent,1355,5958,2013,1
PowerShell,PushEvent,659,3913,2013,1
VimL,IssuesEvent,479,1752,2013,1
Coq,PushEvent,103,1079,2013,1
Vala,ForkEvent,39,57,2013,1
R,IssuesEvent,251,1402,2013,1
OCaml,WatchEvent,359,925,2013,1
ColdFusion,IssuesEvent,75,532,2013,1
Objective-J,PushEvent,87,1233,2013,1
Lua,WatchEvent,1203,3533,2013,1
Lua,ForkEvent,842,2066,2013,1
Assembly,ForkEvent,166,392,2013,1
Erlang,ForkEvent,943,2290,2013,1
FORTRAN,WatchEvent,103,223,2013,1
Standard ML,PushEvent,120,1231,2013,1
Bro,WatchEvent,14,47,2013,1
Objective-C,CreateEvent,165,167,2013,1
Scheme,WatchEvent,232,752,2013,1
HaXe,WatchEvent,194,749,2013,1
Dart,WatchEvent,238,917,2013,1
OCaml,IssuesEvent,79,567,2013,1
Visual Basic,WatchEvent,158,414,2013,1
Visual Basic,ForkEvent,106,200,2013,1
F#,ForkEvent,72,220,2013,1
Visual Basic,IssuesEvent,60,382,2013,1
HaXe,ForkEvent,118,314,2013,1
F#,WatchEvent,182,995,2013,1
Dart,ForkEvent,161,362,2013,1
Scheme,ForkEvent,97,199,2013,1
Delphi,IssuesEvent,50,259,2013,1
Groovy,ForkEvent,561,1253,2013,1
Python,CreateEvent,44,45,2013,1
Arduino,ForkEvent,253,444,2013,1
Clojure,IssuesEvent,415,1929,2013,1
ASP,IssuesEvent,20,112,2013,1
D,WatchEvent,246,729,2013,1
Ceylon,IssuesEvent,3,33,2013,1
PowerShell,IssuesEvent,61,272,2013,1
Racket,WatchEvent,140,651,2013,1
R,ForkEvent,407,988,2013,1
Max,PushEvent,9,85,2013,1
Ecl,ForkEvent,1,3,2013,1
Scheme,IssuesEvent,35,84,2013,1
Ecl,PushEvent,8,59,2013,1
Arduino,WatchEvent,383,794,2013,1
Parrot,PushEvent,11,446,2013,1
Puppet,IssuesEvent,204,491,2013,1
PowerShell,WatchEvent,166,693,2013,1
Common Lisp,WatchEvent,606,1611,2013,1
PowerShell,ForkEvent,106,247,2013,1
Turing,ForkEvent,3,4,2013,1
AppleScript,PushEvent,114,574,2013,1
Ruby,CreateEvent,113,113,2013,1
AutoHotkey,PushEvent,161,802,2013,1
Tcl,PushEvent,254,1874,2013,1
Ada,PushEvent,91,973,2013,1
Erlang,IssuesEvent,223,811,2013,1
Vala,PushEvent,130,1492,2013,1
Eiffel,PushEvent,66,789,2013,1
Nemerle,PushEvent,30,382,2013,1
Delphi,ForkEvent,90,243,2013,1
Matlab,WatchEvent,208,421,2013,1
Elixir,ForkEvent,16,62,2013,1
Common Lisp,ForkEvent,266,455,2013,1
Objective-J,WatchEvent,91,325,2013,1
Elixir,IssuesEvent,19,349,2013,1
D,IssuesEvent,83,541,2013,1
Dylan,ForkEvent,7,11,2013,1
Pure Data,PushEvent,77,397,2013,1
Dylan,PushEvent,40,265,2013,1
Prolog,WatchEvent,91,562,2013,1
Emacs Lisp,IssuesEvent,407,1552,2013,1
HaXe,IssuesEvent,52,217,2013,1
Factor,WatchEvent,14,36,2013,1
Pike,PushEvent,5,8,2013,1
Logos,PushEvent,368,2800,2013,1
XML,PushEvent,524,3193,2013,1
Haxe,PushEvent,163,1217,2013,1
OCaml,ForkEvent,161,336,2013,1
AppleScript,WatchEvent,52,199,2013,1
TypeScript,PushEvent,278,2315,2013,1
C++,CreateEvent,34,34,2013,1
Arduino,IssuesEvent,66,212,2013,1
Xtend,PushEvent,14,114,2013,1
ColdFusion,ForkEvent,119,202,2013,1
Common Lisp,IssuesEvent,139,466,2013,1
Boo,IssuesEvent,3,19,2013,1
AutoHotkey,ForkEvent,31,58,2013,1
Logtalk,PushEvent,4,320,2013,1
Ceylon,PushEvent,13,214,2013,1
Turing,PushEvent,11,80,2013,1
Verilog,IssuesEvent,14,57,2013,1
Opa,PushEvent,6,21,2013,1
Parrot,IssuesEvent,2,109,2013,1
Io,PushEvent,32,268,2013,1
Nemerle,IssuesEvent,6,10210,2013,1
Tcl,WatchEvent,67,120,2013,1
XQuery,IssuesEvent,20,169,2013,1
Delphi,WatchEvent,163,348,2013,1
F#,IssuesEvent,32,243,2013,1
XQuery,ForkEvent,31,53,2013,1
Kotlin,ForkEvent,13,31,2013,1
Julia,ForkEvent,78,314,2013,1
Ioke,PushEvent,1,43,2013,1
Ada,IssuesEvent,6,44,2013,1
Kotlin,WatchEvent,16,67,2013,1
Prolog,IssuesEvent,21,124,2013,1
Arc,WatchEvent,9,181,2013,1
Apex,ForkEvent,79,170,2013,1
Awk,PushEvent,17,113,2013,1
Haxe,WatchEvent,49,263,2013,1
AutoHotkey,WatchEvent,53,120,2013,1
DCPU-16 ASM,PushEvent,27,385,2013,1
VHDL,WatchEvent,50,98,2013,1
DOT,PushEvent,72,603,2013,1
TypeScript,IssuesEvent,21,303,2013,1
XML,ForkEvent,43,211,2013,1
Apex,IssuesEvent,29,114,2013,1
LiveScript,PushEvent,42,275,2013,1
Objective-J,IssuesEvent,8,298,2013,1
Pure Data,WatchEvent,42,116,2013,1
Tcl,ForkEvent,44,72,2013,1
Lasso,WatchEvent,10,24,2013,1
Lasso,ForkEvent,15,69,2013,1
Lasso,PushEvent,231,1005,2013,1
Matlab,IssuesEvent,52,199,2013,1
Processing,PushEvent,246,984,2013,1
Arc,PushEvent,9,35,2013,1
Objective-J,ForkEvent,28,83,2013,1
ColdFusion,WatchEvent,144,286,2013,1
Elixir,WatchEvent,57,410,2013,1
Racket,ForkEvent,68,198,2013,1
Racket,IssuesEvent,40,256,2013,1
ASP,WatchEvent,59,90,2013,1
Verilog,WatchEvent,95,196,2013,1
C#,CreateEvent,4,4,2013,1
DOT,WatchEvent,6,31,2013,1
VHDL,IssuesEvent,10,193,2013,1
Apex,WatchEvent,58,124,2013,1
CoffeeScript,CreateEvent,4,4,2013,1
TypeScript,WatchEvent,37,346,2013,1
Forth,PushEvent,4,9,2013,1
Verilog,ForkEvent,74,128,2013,1
Factor,IssuesEvent,2,65,2013,1
Fancy,WatchEvent,1,8,2013,1
FORTRAN,IssuesEvent,32,187,2013,1
Ada,WatchEvent,21,36,2013,1
CLIPS,PushEvent,7,82,2013,1
Arc,ForkEvent,7,39,2013,1
Ceylon,ForkEvent,2,4,2013,1
Ragel in Ruby Host,PushEvent,2,2,2013,1
Bro,PushEvent,13,95,2013,1
TypeScript,ForkEvent,28,140,2013,1
XML,WatchEvent,48,108,2013,1
Smalltalk,IssuesEvent,14,87,2013,1
FORTRAN,ForkEvent,66,121,2013,1
Monkey,PushEvent,12,58,2013,1
AppleScript,IssuesEvent,17,36,2013,1
Augeas,PushEvent,12,97,2013,1
XML,IssuesEvent,32,126,2013,1
VHDL,ForkEvent,43,66,2013,1
Rust,ForkEvent,80,281,2013,1
Coq,IssuesEvent,3,37,2013,1
Dylan,IssuesEvent,2,30,2013,1
Vala,WatchEvent,63,148,2013,1
Rebol,ForkEvent,5,8,2013,1
JavaScript,CreateEvent,168,190,2013,1
ASP,ForkEvent,75,113,2013,1
Nemerle,WatchEvent,14,69,2013,1
Racket,CreateEvent,1,1,2013,1
Self,PushEvent,3,106,2013,1
Eiffel,WatchEvent,13,15,2013,1
Tcl,IssuesEvent,16,78,2013,1
AppleScript,ForkEvent,22,51,2013,1
Boo,PushEvent,16,188,2013,1
Factor,ForkEvent,3,9,2013,1
DOT,ForkEvent,6,6,2013,1
Eiffel,ForkEvent,14,18,2013,1
Nu,PushEvent,3,13,2013,1
Coq,ForkEvent,10,15,2013,1
LiveScript,WatchEvent,5,10,2013,1
Processing,IssuesEvent,6,31,2013,1
Go,CreateEvent,3,3,2013,1
Java,CreateEvent,107,108,2013,1
Monkey,WatchEvent,4,6,2013,1
Vala,IssuesEvent,23,128,2013,1
Io,WatchEvent,23,53,2013,1
XQuery,WatchEvent,40,81,2013,1
Smalltalk,WatchEvent,38,77,2013,1
Haxe,IssuesEvent,10,39,2013,1
Processing,WatchEvent,17,42,2013,1
Logos,ForkEvent,21,52,2013,1
Smalltalk,ForkEvent,28,46,2013,1
Pure Data,ForkEvent,18,45,2013,1
Gosu,IssuesEvent,5,21,2013,1
Shell,CreateEvent,15,15,2013,1
SuperCollider,ForkEvent,12,15,2013,1
Pure Data,IssuesEvent,6,29,2013,1
Fancy,PushEvent,2,40,2013,1
Augeas,WatchEvent,6,28,2013,1
Prolog,ForkEvent,53,109,2013,1
AppleScript,CreateEvent,1,1,2013,1
Io,ForkEvent,13,23,2013,1
Arduino,CreateEvent,3,3,2013,1
Gosu,ForkEvent,13,21,2013,1
PHP,CreateEvent,62,62,2013,1
C,CreateEvent,20,20,2013,1
VimL,CreateEvent,2,2,2013,1
Opa,WatchEvent,6,12,2013,1
ooc,WatchEvent,17,28,2013,1
ooc,IssuesEvent,5,9,2013,1
Standard ML,IssuesEvent,7,25,2013,1
Logtalk,WatchEvent,3,7,2013,1
Parrot,WatchEvent,5,14,2013,1
R,CreateEvent,7,7,2013,1
Nimrod,ForkEvent,5,6,2013,1
Augeas,ForkEvent,6,14,2013,1
DCPU-16 ASM,WatchEvent,15,27,2013,1
Fantom,PushEvent,4,38,2013,1
Processing,ForkEvent,15,18,2013,1
Eiffel,IssuesEvent,4,51,2013,1
Lasso,IssuesEvent,8,93,2013,1
Ceylon,WatchEvent,2,5,2013,1
Coq,WatchEvent,29,44,2013,1
Mirah,WatchEvent,10,16,2013,1
Self,WatchEvent,4,11,2013,1
Nemerle,ForkEvent,7,18,2013,1
Perl,CreateEvent,15,16,2013,1
Scilab,ForkEvent,11,18,2013,1
Groovy,CreateEvent,6,6,2013,1
Forth,WatchEvent,1,1,2013,1
Logos,WatchEvent,17,31,2013,1
Nimrod,PushEvent,17,90,2013,1
Augeas,IssuesEvent,1,4,2013,1
Dylan,WatchEvent,9,22,2013,1
Haxe,ForkEvent,16,43,2013,1
AutoHotkey,IssuesEvent,14,42,2013,1
eC,PushEvent,5,51,2013,1
Kotlin,IssuesEvent,4,9,2013,1
Mirah,PushEvent,8,32,2013,1
eC,WatchEvent,2,2,2013,1
Opa,ForkEvent,5,6,2013,1
Parrot,ForkEvent,3,9,2013,1
Turing,WatchEvent,5,8,2013,1
Nimrod,IssuesEvent,5,28,2013,1
Logos,IssuesEvent,9,27,2013,1
Nu,ForkEvent,1,1,2013,1
LiveScript,IssuesEvent,11,81,2013,1
Awk,WatchEvent,4,4,2013,1
Ada,ForkEvent,13,16,2013,1
DCPU-16 ASM,ForkEvent,7,10,2013,1
Scilab,IssuesEvent,3,9,2013,1
Standard ML,ForkEvent,22,29,2013,1
Haskell,CreateEvent,3,3,2013,1
Self,ForkEvent,3,5,2013,1
Mirah,ForkEvent,3,3,2013,1
Io,IssuesEvent,4,14,2013,1
Clojure,CreateEvent,3,3,2013,1
CLIPS,ForkEvent,1,2,2013,1
Boo,WatchEvent,5,7,2013,1
Boo,ForkEvent,3,4,2013,1
Fantom,WatchEvent,2,2,2013,1
Bro,ForkEvent,4,5,2013,1
Bro,IssuesEvent,1,1,2013,1
Scala,CreateEvent,4,4,2013,1
Scilab,WatchEvent,5,13,2013,1
ooc,ForkEvent,6,7,2013,1
Logtalk,IssuesEvent,1,4,2013,1
Rebol,WatchEvent,8,12,2013,1
CLIPS,IssuesEvent,1,2,2013,1
Xtend,IssuesEvent,2,16,2013,1
Nimrod,WatchEvent,8,9,2013,1
Opa,IssuesEvent,1,1,2013,1
Ioke,WatchEvent,2,2,2013,1
Nu,WatchEvent,6,13,2013,1
SuperCollider,IssuesEvent,3,5,2013,1
Puppet,CreateEvent,2,2,2013,1
TXL,PushEvent,1,1,2013,1
ABAP,WatchEvent,1,3,2013,1
ABAP,ForkEvent,1,1,2013,1
Apex,CreateEvent,1,1,2013,1
Monkey,ForkEvent,2,2,2013,1
PogoScript,PushEvent,2,9,2013,1
Awk,IssuesEvent,1,1,2013,1
F#,CreateEvent,1,1,2013,1
Xtend,ForkEvent,1,1,2013,1
Mirah,IssuesEvent,1,1,2013,1
Processing,CreateEvent,1,1,2013,1
Fancy,ForkEvent,1,1,2013,1
DOT,IssuesEvent,2,4,2013,1
Arc,IssuesEvent,1,2,2013,1
Xtend,WatchEvent,2,4,2013,1
Max/MSP,PushEvent,1,1,2013,1
Max,IssuesEvent,1,2,2013,1
Ecl,IssuesEvent,1,1,2013,1
ActionScript,CreateEvent,2,2,2013,1
eC,ForkEvent,1,1,2013,1
Ecl,WatchEvent,1,1,2013,1
Emacs Lisp,CreateEvent,2,2,2013,1
Turing,IssuesEvent,1,1,2013,1
ColdFusion,CreateEvent,1,1,2013,1
CLIPS,WatchEvent,1,1,2013,1
