repository_language,type,active_repos_by_url,events,year,quarter
TeX,WatchEvent,910,4343,2014,1
OCaml,WatchEvent,574,1970,2014,1
CoffeeScript,ForkEvent,2714,10101,2014,1
Pascal,WatchEvent,168,526,2014,1
Julia,PushEvent,1102,12301,2014,1
Racket,PushEvent,610,5227,2014,1
Shell,IssuesEvent,2855,13876,2014,1
R,WatchEvent,1318,4506,2014,1
Standard ML,PushEvent,226,2899,2014,1
TypeScript,ForkEvent,689,4002,2014,1
DM,PushEvent,318,7082,2014,1
Python,CreateEvent,187,190,2014,1
Visual Basic,IssuesEvent,113,453,2014,1
Scheme,WatchEvent,425,1264,2014,1
Scala,ForkEvent,1926,6395,2014,1
Pascal,PushEvent,905,9698,2014,1
Arduino,WatchEvent,819,2245,2014,1
Tcl,PushEvent,367,3207,2014,1
Common Lisp,WatchEvent,670,3005,2014,1
DOT,PushEvent,266,2914,2014,1
XC,PushEvent,69,552,2014,1
Clojure,IssuesEvent,664,2914,2014,1
R,ForkEvent,1003,2765,2014,1
Groovy,ForkEvent,863,1856,2014,1
BlitzBasic,PushEvent,233,3592,2014,1
VimL,IssuesEvent,880,3167,2014,1
DM,IssuesEvent,22,1242,2014,1
ColdFusion,ForkEvent,158,330,2014,1
nesC,PushEvent,236,4014,2014,1
Ada,PushEvent,122,1337,2014,1
Erlang,ForkEvent,988,2377,2014,1
Nimrod,IssuesEvent,21,232,2014,1
Groovy,WatchEvent,902,3132,2014,1
Dart,WatchEvent,713,2805,2014,1
Groovy,IssuesEvent,499,2254,2014,1
XSLT,PushEvent,1583,14961,2014,1
AppleScript,PushEvent,345,1819,2014,1
Puppet,PushEvent,5257,34660,2014,1
D,ForkEvent,394,835,2014,1
BlitzBasic,ForkEvent,43,148,2014,1
Coq,WatchEvent,51,133,2014,1
Logos,WatchEvent,184,478,2014,1
Go,IssuesEvent,1398,7267,2014,1
Brightscript,PushEvent,34,621,2014,1
PowerShell,ForkEvent,283,720,2014,1
BlitzBasic,WatchEvent,46,119,2014,1
Nimrod,PushEvent,113,800,2014,1
AutoIt,PushEvent,160,1216,2014,1
Objective-C,CreateEvent,148,150,2014,1
Clojure,ForkEvent,1224,4025,2014,1
Haxe,IssuesEvent,125,1209,2014,1
Verilog,ForkEvent,119,229,2014,1
FORTRAN,PushEvent,1041,8741,2014,1
DM,ForkEvent,53,506,2014,1
PHP,CreateEvent,142,151,2014,1
TeX,ForkEvent,808,2131,2014,1
FORTRAN,IssuesEvent,55,230,2014,1
Nemerle,PushEvent,76,514,2014,1
Coq,PushEvent,133,1970,2014,1
Assembly,ForkEvent,266,731,2014,1
ColdFusion,PushEvent,369,3805,2014,1
Self,IssuesEvent,2,10,2014,1
Dart,ForkEvent,431,1131,2014,1
OpenEdge ABL,PushEvent,195,1934,2014,1
Standard ML,WatchEvent,57,223,2014,1
Lua,IssuesEvent,573,4009,2014,1
ActionScript,IssuesEvent,210,1156,2014,1
Processing,ForkEvent,271,715,2014,1
Max,PushEvent,216,1812,2014,1
VHDL,PushEvent,750,7551,2014,1
CoffeeScript,IssuesEvent,1749,9117,2014,1
Prolog,WatchEvent,113,257,2014,1
Processing,WatchEvent,302,1023,2014,1
Racket,IssuesEvent,61,216,2014,1
Dylan,ForkEvent,34,44,2014,1
Vala,WatchEvent,96,692,2014,1
Scala,IssuesEvent,913,5885,2014,1
Scheme,IssuesEvent,95,275,2014,1
PowerShell,PushEvent,1423,10712,2014,1
Lasso,WatchEvent,17,61,2014,1
Visual Basic,ForkEvent,242,414,2014,1
xBase,IssuesEvent,2,120,2014,1
Perl6,PushEvent,69,700,2014,1
Dylan,PushEvent,55,523,2014,1
Lasso,PushEvent,150,1487,2014,1
Gosu,PushEvent,117,749,2014,1
Vala,PushEvent,232,4143,2014,1
Visual Basic,WatchEvent,293,881,2014,1
F#,WatchEvent,356,1516,2014,1
XSLT,IssuesEvent,175,1305,2014,1
Haxe,WatchEvent,488,2058,2014,1
XQuery,IssuesEvent,19,108,2014,1
Assembly,IssuesEvent,78,410,2014,1
Nemerle,WatchEvent,35,119,2014,1
SuperCollider,IssuesEvent,4,25,2014,1
Apex,IssuesEvent,27,350,2014,1
D,WatchEvent,610,1796,2014,1
Awk,WatchEvent,30,198,2014,1
Matlab,ForkEvent,553,1105,2014,1
IDL,ForkEvent,56,173,2014,1
Factor,PushEvent,21,263,2014,1
REALbasic,WatchEvent,26,39,2014,1
Agda,PushEvent,94,926,2014,1
XSLT,WatchEvent,316,1100,2014,1
SuperCollider,ForkEvent,26,33,2014,1
IDL,WatchEvent,75,220,2014,1
OCaml,IssuesEvent,203,994,2014,1
Elixir,PushEvent,753,5289,2014,1
XQuery,PushEvent,105,1064,2014,1
Apex,PushEvent,281,2255,2014,1
Eiffel,PushEvent,92,963,2014,1
XQuery,ForkEvent,33,53,2014,1
NetLogo,IssuesEvent,5,31,2014,1
nesC,ForkEvent,54,149,2014,1
xBase,PushEvent,38,1084,2014,1
Ragel in Ruby Host,WatchEvent,27,48,2014,1
Lasso,ForkEvent,15,270,2014,1
Tcl,WatchEvent,86,191,2014,1
R,IssuesEvent,662,3646,2014,1
AppleScript,IssuesEvent,30,59,2014,1
Crystal,IssuesEvent,2,26,2014,1
Rust,IssuesEvent,99,1246,2014,1
AutoIt,ForkEvent,29,94,2014,1
Tcl,IssuesEvent,32,106,2014,1
Nimrod,WatchEvent,41,295,2014,1
Julia,IssuesEvent,245,1841,2014,1
PowerShell,IssuesEvent,140,522,2014,1
Crystal,PushEvent,10,266,2014,1
Smalltalk,PushEvent,141,1388,2014,1
Rust,ForkEvent,200,734,2014,1
F#,IssuesEvent,123,1029,2014,1
Pure Data,PushEvent,129,767,2014,1
FORTRAN,ForkEvent,152,288,2014,1
Apex,ForkEvent,120,250,2014,1
Opa,PushEvent,4,10,2014,1
Julia,ForkEvent,225,766,2014,1
RobotFramework,PushEvent,6,50,2014,1
Awk,PushEvent,109,699,2014,1
HaXe,WatchEvent,98,205,2014,1
Kotlin,PushEvent,86,869,2014,1
ColdFusion,IssuesEvent,57,433,2014,1
Self,WatchEvent,26,76,2014,1
Objective-J,PushEvent,80,1111,2014,1
Squirrel,PushEvent,73,405,2014,1
Scheme,ForkEvent,295,702,2014,1
Eiffel,IssuesEvent,4,69,2014,1
SuperCollider,WatchEvent,31,52,2014,1
Factor,IssuesEvent,1,33,2014,1
Common Lisp,IssuesEvent,159,523,2014,1
AutoIt,WatchEvent,25,79,2014,1
Scilab,PushEvent,74,458,2014,1
NetLogo,PushEvent,58,489,2014,1
SuperCollider,PushEvent,65,639,2014,1
nesC,WatchEvent,57,172,2014,1
Kotlin,WatchEvent,32,148,2014,1
Elm,PushEvent,95,776,2014,1
Prolog,IssuesEvent,15,27,2014,1
Elixir,ForkEvent,154,474,2014,1
Processing,IssuesEvent,68,250,2014,1
Elixir,IssuesEvent,75,401,2014,1
Objective-J,IssuesEvent,11,187,2014,1
Rebol,PushEvent,16,69,2014,1
Logos,ForkEvent,130,303,2014,1
KRL,PushEvent,68,6169,2014,1
OpenEdge ABL,WatchEvent,46,88,2014,1
Ada,WatchEvent,46,66,2014,1
Arduino,IssuesEvent,165,401,2014,1
Fantom,PushEvent,10,38,2014,1
LiveScript,IssuesEvent,54,434,2014,1
MoonScript,PushEvent,45,545,2014,1
Delphi,ForkEvent,48,66,2014,1
Java,CreateEvent,146,157,2014,1
UnrealScript,PushEvent,91,1316,2014,1
FORTRAN,WatchEvent,168,353,2014,1
Parrot,PushEvent,14,212,2014,1
AppleScript,WatchEvent,152,561,2014,1
Monkey,PushEvent,22,127,2014,1
Monkey,ForkEvent,24,30,2014,1
Monkey,WatchEvent,23,46,2014,1
Perl,CreateEvent,20,20,2014,1
Racket,WatchEvent,245,738,2014,1
Objective-J,ForkEvent,41,72,2014,1
Objective-J,WatchEvent,69,181,2014,1
Pascal,ForkEvent,114,284,2014,1
Bluespec,PushEvent,4,617,2014,1
LiveScript,WatchEvent,99,802,2014,1
VHDL,ForkEvent,102,151,2014,1
nesC,IssuesEvent,23,288,2014,1
M,WatchEvent,39,193,2014,1
VHDL,IssuesEvent,142,278,2014,1
Dylan,WatchEvent,31,62,2014,1
Common Lisp,ForkEvent,308,625,2014,1
AutoIt,IssuesEvent,12,47,2014,1
ColdFusion,WatchEvent,167,390,2014,1
Logtalk,PushEvent,6,343,2014,1
CLIPS,PushEvent,35,232,2014,1
Slash,PushEvent,55,588,2014,1
Pure Data,WatchEvent,60,142,2014,1
Parrot,WatchEvent,24,37,2014,1
Racket,ForkEvent,109,213,2014,1
Vala,ForkEvent,59,181,2014,1
ANTLR,PushEvent,48,227,2014,1
M,ForkEvent,40,81,2014,1
Vala,IssuesEvent,41,364,2014,1
KRL,WatchEvent,27,29,2014,1
Elm,ForkEvent,24,50,2014,1
DCPU-16 ASM,WatchEvent,26,38,2014,1
IDL,IssuesEvent,26,307,2014,1
Idris,PushEvent,46,314,2014,1
HaXe,PushEvent,52,275,2014,1
Matlab,IssuesEvent,180,668,2014,1
Idris,WatchEvent,28,181,2014,1
wisp,PushEvent,6,89,2014,1
Boo,PushEvent,36,316,2014,1
Gosu,WatchEvent,59,176,2014,1
ASP,WatchEvent,112,220,2014,1
ASP,ForkEvent,130,204,2014,1
XML,WatchEvent,51,109,2014,1
Apex,WatchEvent,95,243,2014,1
JavaScript,CreateEvent,795,800,2014,1
Logos,CreateEvent,5,5,2014,1
Ceylon,PushEvent,33,345,2014,1
Boo,WatchEvent,26,39,2014,1
DM,WatchEvent,49,154,2014,1
Pike,PushEvent,12,374,2014,1
Self,ForkEvent,7,16,2014,1
VHDL,WatchEvent,91,200,2014,1
Pascal,IssuesEvent,75,314,2014,1
Pure Data,ForkEvent,49,79,2014,1
Crystal,WatchEvent,15,89,2014,1
Volt,PushEvent,6,63,2014,1
Xtend,IssuesEvent,13,108,2014,1
CSS,CreateEvent,271,282,2014,1
COBOL,WatchEvent,6,45,2014,1
Tcl,ForkEvent,79,136,2014,1
DOT,ForkEvent,47,99,2014,1
Standard ML,ForkEvent,36,104,2014,1
Agda,WatchEvent,33,114,2014,1
Xtend,WatchEvent,30,69,2014,1
Delphi,PushEvent,24,109,2014,1
Io,WatchEvent,51,687,2014,1
Oxygene,ForkEvent,28,57,2014,1
Brightscript,ForkEvent,7,27,2014,1
XProc,PushEvent,20,198,2014,1
Gosu,ForkEvent,40,91,2014,1
DCPU-16 ASM,PushEvent,8,98,2014,1
AutoHotkey,IssuesEvent,36,132,2014,1
ooc,PushEvent,32,294,2014,1
AppleScript,ForkEvent,73,140,2014,1
Xtend,ForkEvent,27,48,2014,1
Nimrod,ForkEvent,32,77,2014,1
Prolog,PushEvent,96,385,2014,1
Glyph,PushEvent,10,67,2014,1
Io,IssuesEvent,1,63,2014,1
Io,PushEvent,46,315,2014,1
Smalltalk,WatchEvent,49,85,2014,1
AutoHotkey,WatchEvent,131,336,2014,1
Nu,WatchEvent,27,37,2014,1
Coq,ForkEvent,37,50,2014,1
AutoHotkey,ForkEvent,77,129,2014,1
XQuery,WatchEvent,47,85,2014,1
Elm,WatchEvent,34,85,2014,1
LiveScript,ForkEvent,50,174,2014,1
Max,WatchEvent,46,125,2014,1
Logtalk,WatchEvent,15,21,2014,1
Go,CreateEvent,8,8,2014,1
Smalltalk,IssuesEvent,17,59,2014,1
UnrealScript,WatchEvent,9,9,2014,1
Parrot,ForkEvent,12,14,2014,1
Lua,CreateEvent,5,5,2014,1
Perl6,ForkEvent,26,37,2014,1
Arc,WatchEvent,29,112,2014,1
Arc,ForkEvent,29,50,2014,1
Mirah,ForkEvent,21,24,2014,1
Brightscript,WatchEvent,12,66,2014,1
Agda,ForkEvent,30,45,2014,1
Ada,ForkEvent,40,53,2014,1
Nemerle,ForkEvent,24,49,2014,1
REALbasic,ForkEvent,15,21,2014,1
Slash,ForkEvent,12,46,2014,1
Slash,WatchEvent,14,46,2014,1
Ceylon,WatchEvent,24,36,2014,1
Verilog,IssuesEvent,18,81,2014,1
Io,ForkEvent,26,80,2014,1
Kotlin,ForkEvent,19,45,2014,1
ABAP,ForkEvent,12,16,2014,1
ABAP,WatchEvent,27,40,2014,1
ANTLR,ForkEvent,11,13,2014,1
ANTLR,WatchEvent,28,33,2014,1
Lasso,IssuesEvent,10,78,2014,1
Kotlin,IssuesEvent,12,65,2014,1
Bro,PushEvent,19,92,2014,1
Bro,WatchEvent,11,16,2014,1
Self,PushEvent,7,33,2014,1
Augeas,PushEvent,20,127,2014,1
Brightscript,IssuesEvent,7,107,2014,1
HaXe,ForkEvent,56,85,2014,1
Agda,IssuesEvent,4,19,2014,1
Logos,IssuesEvent,29,50,2014,1
Awk,IssuesEvent,10,27,2014,1
Awk,ForkEvent,15,38,2014,1
BlitzBasic,IssuesEvent,12,56,2014,1
Max,IssuesEvent,16,261,2014,1
Ragel in Ruby Host,PushEvent,14,62,2014,1
Eiffel,WatchEvent,41,77,2014,1
ASP,IssuesEvent,37,160,2014,1
Oxygene,PushEvent,17,59,2014,1
J,WatchEvent,23,29,2014,1
OpenEdge ABL,IssuesEvent,9,37,2014,1
Arc,PushEvent,23,207,2014,1
Rebol,IssuesEvent,3,9,2014,1
Glyph,ForkEvent,15,18,2014,1
Glyph,WatchEvent,20,25,2014,1
wisp,IssuesEvent,1,22,2014,1
C,CreateEvent,88,89,2014,1
REALbasic,PushEvent,23,173,2014,1
Standard ML,IssuesEvent,14,76,2014,1
DOT,WatchEvent,45,208,2014,1
Squirrel,WatchEvent,26,44,2014,1
Processing,CreateEvent,13,13,2014,1
Ada,IssuesEvent,10,42,2014,1
Idris,ForkEvent,10,17,2014,1
Forth,WatchEvent,25,31,2014,1
Forth,ForkEvent,20,21,2014,1
Forth,PushEvent,13,56,2014,1
XML,ForkEvent,48,79,2014,1
Augeas,IssuesEvent,1,21,2014,1
Oxygene,WatchEvent,30,63,2014,1
Arduino,CreateEvent,18,18,2014,1
Smalltalk,ForkEvent,32,44,2014,1
Prolog,ForkEvent,74,133,2014,1
Ioke,WatchEvent,25,26,2014,1
Ioke,ForkEvent,13,13,2014,1
Ioke,PushEvent,8,8,2014,1
Crystal,ForkEvent,2,12,2014,1
Factor,WatchEvent,27,56,2014,1
ABAP,PushEvent,7,25,2014,1
J,PushEvent,13,92,2014,1
Delphi,WatchEvent,70,97,2014,1
Max,ForkEvent,34,59,2014,1
Mirah,WatchEvent,24,81,2014,1
Pike,ForkEvent,19,21,2014,1
Pike,WatchEvent,20,20,2014,1
Ecl,PushEvent,15,85,2014,1
eC,PushEvent,5,19,2014,1
M,IssuesEvent,7,21,2014,1
Squirrel,ForkEvent,21,36,2014,1
XC,ForkEvent,18,28,2014,1
Gosu,IssuesEvent,15,34,2014,1
Turing,PushEvent,11,119,2014,1
Shell,CreateEvent,26,26,2014,1
VimL,CreateEvent,59,59,2014,1
COBOL,IssuesEvent,2,5,2014,1
Perl6,WatchEvent,31,50,2014,1
Parrot,IssuesEvent,1,10,2014,1
Elm,IssuesEvent,8,17,2014,1
Ceylon,ForkEvent,23,32,2014,1
DOT,IssuesEvent,19,88,2014,1
Elixir,CreateEvent,1,1,2014,1
Haskell,CreateEvent,7,7,2014,1
XC,WatchEvent,24,43,2014,1
OpenEdge ABL,ForkEvent,45,80,2014,1
Volt,WatchEvent,3,6,2014,1
NetLogo,WatchEvent,21,32,2014,1
REALbasic,IssuesEvent,1,7,2014,1
Ragel in Ruby Host,ForkEvent,6,19,2014,1
R,CreateEvent,440,448,2014,1
C#,CreateEvent,10,10,2014,1
Eiffel,ForkEvent,36,82,2014,1
MoonScript,WatchEvent,25,68,2014,1
Bluespec,WatchEvent,2,4,2014,1
HaXe,IssuesEvent,20,40,2014,1
Logtalk,ForkEvent,6,6,2014,1
Rebol,WatchEvent,28,34,2014,1
Rebol,ForkEvent,25,30,2014,1
KRL,ForkEvent,29,34,2014,1
XProc,IssuesEvent,1,6,2014,1
COBOL,ForkEvent,6,17,2014,1
Fancy,ForkEvent,13,13,2014,1
Fancy,WatchEvent,18,34,2014,1
Fancy,PushEvent,2,2,2014,1
Nu,PushEvent,12,20,2014,1
MoonScript,IssuesEvent,5,19,2014,1
Ecl,WatchEvent,2,2,2014,1
C++,CreateEvent,68,69,2014,1
Mirah,PushEvent,9,32,2014,1
Fantom,WatchEvent,25,34,2014,1
Augeas,ForkEvent,4,15,2014,1
Nemerle,IssuesEvent,7,26,2014,1
Coq,IssuesEvent,11,32,2014,1
RobotFramework,IssuesEvent,1,21,2014,1
Oxygene,IssuesEvent,3,11,2014,1
Rouge,PushEvent,2,12,2014,1
Arc,IssuesEvent,4,16,2014,1
NetLogo,ForkEvent,19,20,2014,1
Opa,ForkEvent,11,12,2014,1
Opa,WatchEvent,7,7,2014,1
Bro,ForkEvent,13,16,2014,1
Ecl,IssuesEvent,1,1,2014,1
Clean,WatchEvent,14,42,2014,1
Scilab,WatchEvent,26,38,2014,1
XML,IssuesEvent,12,53,2014,1
PogoScript,IssuesEvent,2,5,2014,1
Augeas,WatchEvent,3,9,2014,1
Idris,IssuesEvent,4,5,2014,1
Groovy,CreateEvent,2,2,2014,1
UnrealScript,ForkEvent,8,9,2014,1
Mirah,IssuesEvent,1,7,2014,1
PogoScript,PushEvent,12,47,2014,1
ANTLR,IssuesEvent,1,8,2014,1
Ceylon,IssuesEvent,6,52,2014,1
Scilab,ForkEvent,27,35,2014,1
xBase,ForkEvent,21,25,2014,1
Monkey,IssuesEvent,2,3,2014,1
CoffeeScript,CreateEvent,11,11,2014,1
Dart,CreateEvent,2,2,2014,1
Boo,ForkEvent,19,22,2014,1
Dylan,IssuesEvent,5,30,2014,1
XC,IssuesEvent,2,2,2014,1
Puppet,CreateEvent,1,1,2014,1
PogoScript,ForkEvent,16,20,2014,1
Squirrel,IssuesEvent,7,24,2014,1
Scilab,IssuesEvent,4,10,2014,1
Factor,ForkEvent,20,27,2014,1
Delphi,IssuesEvent,9,13,2014,1
XProc,ForkEvent,10,13,2014,1
UnrealScript,IssuesEvent,3,12,2014,1
Julia,CreateEvent,1,1,2014,1
Turing,WatchEvent,16,24,2014,1
Turing,IssuesEvent,3,6,2014,1
Slash,IssuesEvent,4,10,2014,1
CLIPS,WatchEvent,25,32,2014,1
MoonScript,ForkEvent,22,26,2014,1
ActionScript,CreateEvent,3,3,2014,1
RobotFramework,ForkEvent,3,3,2014,1
RobotFramework,WatchEvent,6,6,2014,1
DCPU-16 ASM,ForkEvent,24,29,2014,1
DCPU-16 ASM,IssuesEvent,1,1,2014,1
Ecl,ForkEvent,4,5,2014,1
M,CreateEvent,1,1,2014,1
Omgrofl,PushEvent,3,19,2014,1
xBase,WatchEvent,26,37,2014,1
eC,ForkEvent,8,8,2014,1
eC,WatchEvent,22,22,2014,1
ooc,ForkEvent,27,29,2014,1
ooc,WatchEvent,31,36,2014,1
Max,CreateEvent,2,2,2014,1
Nu,ForkEvent,24,30,2014,1
wisp,WatchEvent,23,30,2014,1
wisp,ForkEvent,6,7,2014,1
DOT,CreateEvent,1,2,2014,1
J,ForkEvent,15,15,2014,1
PogoScript,WatchEvent,25,30,2014,1
TeX,CreateEvent,6,6,2014,1
ooc,IssuesEvent,3,15,2014,1
Matlab,CreateEvent,6,6,2014,1
CLIPS,ForkEvent,2,7,2014,1
Pure Data,IssuesEvent,6,10,2014,1
Turing,ForkEvent,16,18,2014,1
TXL,ForkEvent,2,2,2014,1
TXL,WatchEvent,4,4,2014,1
XSLT,CreateEvent,1,1,2014,1
Bluespec,IssuesEvent,1,2,2014,1
Clean,ForkEvent,12,15,2014,1
Haxe,CreateEvent,1,1,2014,1
Volt,ForkEvent,3,3,2014,1
XProc,WatchEvent,23,30,2014,1
OpenEdge ABL,CreateEvent,1,1,2014,1
LiveScript,CreateEvent,1,1,2014,1
Opa,IssuesEvent,1,2,2014,1
ASP,CreateEvent,1,1,2014,1
Scala,CreateEvent,10,10,2014,1
Visual Basic,CreateEvent,2,2,2014,1
ColdFusion,CreateEvent,1,1,2014,1
Awk,CreateEvent,1,1,2014,1
Omgrofl,ForkEvent,3,3,2014,1
Omgrofl,WatchEvent,3,3,2014,1
Standard ML,CreateEvent,1,1,2014,1
Bluespec,ForkEvent,1,2,2014,1
Rouge,ForkEvent,6,6,2014,1
Rouge,WatchEvent,9,9,2014,1
FORTRAN,CreateEvent,13,13,2014,1
Perl6,IssuesEvent,1,1,2014,1
TXL,PushEvent,1,1,2014,1
Fantom,ForkEvent,25,25,2014,1
Erlang,CreateEvent,1,1,2014,1
Fancy,IssuesEvent,1,1,2014,1
Clojure,CreateEvent,1,1,2014,1
Emacs Lisp,CreateEvent,1,1,2014,1
