repository_language,type,active_repos_by_url,events,year,quarter
Puppet,WatchEvent,983,3135,2013,4
Puppet,ForkEvent,1250,3087,2013,4
Lua,IssuesEvent,491,3163,2013,4
Prolog,PushEvent,777,8281,2013,4
XML,IssuesEvent,19,121,2013,4
Arduino,PushEvent,2685,13105,2013,4
Julia,PushEvent,761,7599,2013,4
Pascal,PushEvent,758,7387,2013,4
F#,IssuesEvent,100,836,2013,4
Vala,PushEvent,227,3394,2013,4
Scala,ForkEvent,1791,6125,2013,4
TypeScript,PushEvent,1785,19418,2013,4
Scheme,WatchEvent,354,1073,2013,4
XML,PushEvent,100,2359,2013,4
XSLT,ForkEvent,237,836,2013,4
CoffeeScript,ForkEvent,2075,6538,2013,4
Vala,WatchEvent,83,904,2013,4
Assembly,PushEvent,1191,8405,2013,4
Nimrod,IssuesEvent,19,194,2013,4
Emacs Lisp,IssuesEvent,506,2204,2013,4
Scala,IssuesEvent,792,5090,2013,4
Erlang,WatchEvent,1428,5637,2013,4
Groovy,ForkEvent,756,1589,2013,4
Tcl,PushEvent,388,2987,2013,4
Haxe,PushEvent,661,5783,2013,4
Visual Basic,PushEvent,1495,9166,2013,4
Bro,PushEvent,29,124,2013,4
XC,PushEvent,78,866,2013,4
Erlang,ForkEvent,1118,2502,2013,4
Perl,IssuesEvent,1307,6506,2013,4
Lasso,PushEvent,197,1808,2013,4
ColdFusion,PushEvent,309,3773,2013,4
SuperCollider,PushEvent,159,1339,2013,4
Standard ML,PushEvent,264,2935,2013,4
Rust,ForkEvent,134,501,2013,4
Groovy,WatchEvent,793,2845,2013,4
Emacs Lisp,WatchEvent,1625,8389,2013,4
M,PushEvent,183,1403,2013,4
Go,IssuesEvent,1010,5725,2013,4
VimL,ForkEvent,1996,6397,2013,4
R,ForkEvent,803,1748,2013,4
Racket,PushEvent,747,6890,2013,4
Groovy,IssuesEvent,387,1786,2013,4
Arduino,ForkEvent,526,907,2013,4
Xtend,IssuesEvent,12,82,2013,4
ActionScript,ForkEvent,853,2207,2013,4
Coq,PushEvent,144,2190,2013,4
LiveScript,PushEvent,223,2071,2013,4
Nemerle,IssuesEvent,16,76,2013,4
Dart,PushEvent,1346,10279,2013,4
ColdFusion,IssuesEvent,53,330,2013,4
AppleScript,WatchEvent,83,274,2013,4
Clojure,IssuesEvent,513,1869,2013,4
XC,ForkEvent,12,33,2013,4
OCaml,CreateEvent,1,1,2013,4
Verilog,PushEvent,443,5129,2013,4
Visual Basic,ForkEvent,214,579,2013,4
Matlab,IssuesEvent,119,523,2013,4
HaXe,PushEvent,66,347,2013,4
AutoHotkey,PushEvent,290,2161,2013,4
Julia,ForkEvent,176,510,2013,4
JavaScript,CreateEvent,542,603,2013,4
FORTRAN,WatchEvent,133,280,2013,4
XProc,PushEvent,12,99,2013,4
VimL,IssuesEvent,664,2562,2013,4
R,WatchEvent,1035,3126,2013,4
OCaml,ForkEvent,288,551,2013,4
Rust,WatchEvent,242,1797,2013,4
XQuery,PushEvent,88,843,2013,4
PogoScript,ForkEvent,3,5,2013,4
Shell,CreateEvent,45,49,2013,4
Xtend,PushEvent,58,594,2013,4
Vala,IssuesEvent,34,290,2013,4
AppleScript,PushEvent,145,636,2013,4
AppleScript,ForkEvent,39,96,2013,4
Python,CreateEvent,177,183,2013,4
Pure Data,WatchEvent,43,97,2013,4
LiveScript,WatchEvent,79,661,2013,4
Factor,PushEvent,18,832,2013,4
Delphi,IssuesEvent,24,68,2013,4
Forth,PushEvent,8,71,2013,4
Eiffel,PushEvent,82,1004,2013,4
Nemerle,ForkEvent,23,53,2013,4
Pascal,IssuesEvent,63,441,2013,4
Matlab,WatchEvent,533,1310,2013,4
ASP,IssuesEvent,26,896,2013,4
DM,PushEvent,120,1726,2013,4
TeX,PushEvent,3278,28378,2013,4
BlitzBasic,PushEvent,93,781,2013,4
TypeScript,WatchEvent,444,4398,2013,4
XQuery,WatchEvent,30,54,2013,4
Visual Basic,WatchEvent,249,716,2013,4
CLIPS,PushEvent,18,73,2013,4
Dart,ForkEvent,233,821,2013,4
Elixir,WatchEvent,249,1480,2013,4
Racket,WatchEvent,210,819,2013,4
OCaml,WatchEvent,523,1811,2013,4
Squirrel,PushEvent,66,487,2013,4
AutoHotkey,WatchEvent,118,271,2013,4
Oxygene,PushEvent,211,1492,2013,4
AutoIt,PushEvent,39,211,2013,4
Assembly,WatchEvent,333,1276,2013,4
Common Lisp,IssuesEvent,123,350,2013,4
XML,ForkEvent,47,322,2013,4
Dart,WatchEvent,386,2921,2013,4
Prolog,WatchEvent,177,610,2013,4
Awk,PushEvent,87,635,2013,4
Arduino,WatchEvent,694,1526,2013,4
D,WatchEvent,423,1338,2013,4
TeX,ForkEvent,160,316,2013,4
Pascal,ForkEvent,90,211,2013,4
Smalltalk,PushEvent,121,1243,2013,4
Processing,WatchEvent,264,787,2013,4
Matlab,ForkEvent,497,972,2013,4
MoonScript,PushEvent,25,231,2013,4
Gosu,IssuesEvent,11,37,2013,4
Prolog,ForkEvent,116,218,2013,4
Gosu,PushEvent,88,595,2013,4
Max,PushEvent,87,515,2013,4
Apex,ForkEvent,91,174,2013,4
Common Lisp,ForkEvent,276,473,2013,4
Processing,ForkEvent,238,580,2013,4
Squirrel,IssuesEvent,10,25,2013,4
Monkey,PushEvent,18,43,2013,4
Nemerle,PushEvent,92,731,2013,4
Prolog,IssuesEvent,54,228,2013,4
Brightscript,WatchEvent,3,11,2013,4
Visual Basic,IssuesEvent,95,381,2013,4
F#,WatchEvent,373,1444,2013,4
Pascal,WatchEvent,137,345,2013,4
Slash,PushEvent,42,918,2013,4
Pure Data,PushEvent,113,737,2013,4
Julia,WatchEvent,219,1009,2013,4
TeX,IssuesEvent,122,654,2013,4
Dart,IssuesEvent,161,1141,2013,4
TXL,PushEvent,1,18,2013,4
DM,ForkEvent,16,108,2013,4
Agda,PushEvent,29,277,2013,4
TeX,WatchEvent,188,657,2013,4
Coq,ForkEvent,20,40,2013,4
Logos,WatchEvent,165,312,2013,4
Apex,PushEvent,240,1196,2013,4
Elm,WatchEvent,19,43,2013,4
Gosu,WatchEvent,31,80,2013,4
Kotlin,PushEvent,67,486,2013,4
Oxygene,WatchEvent,28,53,2013,4
ColdFusion,ForkEvent,121,203,2013,4
Processing,IssuesEvent,56,154,2013,4
Assembly,ForkEvent,215,532,2013,4
AutoHotkey,IssuesEvent,36,165,2013,4
Haxe,ForkEvent,163,466,2013,4
Objective-J,WatchEvent,34,138,2013,4
Objective-J,ForkEvent,26,65,2013,4
AutoHotkey,ForkEvent,85,134,2013,4
Ceylon,IssuesEvent,12,121,2013,4
Arduino,IssuesEvent,133,351,2013,4
Ceylon,ForkEvent,12,25,2013,4
D,ForkEvent,249,617,2013,4
Nimrod,PushEvent,113,807,2013,4
ASP,WatchEvent,81,127,2013,4
Bluespec,PushEvent,3,171,2013,4
Elixir,ForkEvent,126,364,2013,4
Ceylon,WatchEvent,18,43,2013,4
C++,CreateEvent,93,95,2013,4
Xtend,ForkEvent,9,23,2013,4
OCaml,IssuesEvent,188,1080,2013,4
XSLT,WatchEvent,245,740,2013,4
Clean,PushEvent,5,15,2013,4
Nimrod,WatchEvent,20,260,2013,4
nesC,PushEvent,82,728,2013,4
Ragel in Ruby Host,WatchEvent,6,16,2013,4
Delphi,WatchEvent,85,185,2013,4
Coq,WatchEvent,40,95,2013,4
Objective-J,PushEvent,62,716,2013,4
Logos,ForkEvent,146,317,2013,4
Racket,ForkEvent,121,262,2013,4
UnrealScript,PushEvent,24,267,2013,4
Ada,ForkEvent,15,20,2013,4
Nemerle,WatchEvent,33,99,2013,4
Scheme,IssuesEvent,57,166,2013,4
ASP,ForkEvent,104,165,2013,4
Ada,IssuesEvent,16,91,2013,4
XQuery,IssuesEvent,17,145,2013,4
Lasso,ForkEvent,15,330,2013,4
FORTRAN,IssuesEvent,57,268,2013,4
Elixir,IssuesEvent,54,392,2013,4
Java,CreateEvent,237,252,2013,4
Eiffel,ForkEvent,13,14,2013,4
Erlang,IssuesEvent,267,1110,2013,4
DOT,WatchEvent,53,252,2013,4
FORTRAN,ForkEvent,110,217,2013,4
ColdFusion,WatchEvent,163,317,2013,4
Oxygene,ForkEvent,23,34,2013,4
AutoIt,IssuesEvent,2,17,2013,4
Max,IssuesEvent,6,85,2013,4
NetLogo,PushEvent,20,107,2013,4
nesC,ForkEvent,12,25,2013,4
Apex,IssuesEvent,25,102,2013,4
OpenEdge ABL,WatchEvent,33,88,2013,4
xBase,PushEvent,17,216,2013,4
PowerShell,ForkEvent,185,507,2013,4
OpenEdge ABL,ForkEvent,33,76,2013,4
VHDL,ForkEvent,80,184,2013,4
Scheme,ForkEvent,213,407,2013,4
Standard ML,WatchEvent,64,189,2013,4
Elm,PushEvent,61,638,2013,4
PHP,CreateEvent,213,224,2013,4
J,ForkEvent,1,1,2013,4
J,PushEvent,12,98,2013,4
DOT,ForkEvent,36,96,2013,4
Gosu,ForkEvent,23,65,2013,4
Kotlin,WatchEvent,23,107,2013,4
Racket,IssuesEvent,59,246,2013,4
Forth,IssuesEvent,1,17,2013,4
M,WatchEvent,19,245,2013,4
Ceylon,PushEvent,51,532,2013,4
Ruby,CreateEvent,417,446,2013,4
LiveScript,ForkEvent,45,85,2013,4
PowerShell,IssuesEvent,93,424,2013,4
Objective-J,IssuesEvent,8,144,2013,4
Kotlin,IssuesEvent,9,25,2013,4
Scilab,PushEvent,72,450,2013,4
Verilog,WatchEvent,153,354,2013,4
DOT,IssuesEvent,19,150,2013,4
Lasso,WatchEvent,18,76,2013,4
VHDL,WatchEvent,82,226,2013,4
C,CreateEvent,92,98,2013,4
Fancy,PushEvent,3,75,2013,4
Tcl,IssuesEvent,23,138,2013,4
Vala,ForkEvent,51,141,2013,4
Verilog,ForkEvent,124,220,2013,4
Arc,PushEvent,21,87,2013,4
Objective-C,CreateEvent,178,183,2013,4
Mirah,PushEvent,9,21,2013,4
Arduino,CreateEvent,26,26,2013,4
Augeas,ForkEvent,3,16,2013,4
Pike,PushEvent,13,201,2013,4
Io,PushEvent,33,340,2013,4
ooc,PushEvent,29,209,2013,4
Smalltalk,IssuesEvent,14,68,2013,4
Logtalk,PushEvent,4,243,2013,4
HaXe,IssuesEvent,19,39,2013,4
HaXe,ForkEvent,48,74,2013,4
Awk,WatchEvent,25,106,2013,4
VHDL,IssuesEvent,17,166,2013,4
Arc,ForkEvent,4,25,2013,4
COBOL,PushEvent,22,96,2013,4
Delphi,ForkEvent,67,112,2013,4
F#,ForkEvent,175,457,2013,4
C#,CreateEvent,22,23,2013,4
Factor,WatchEvent,4,9,2013,4
Ragel in Ruby Host,PushEvent,15,91,2013,4
Boo,PushEvent,29,356,2013,4
Slash,IssuesEvent,7,24,2013,4
Smalltalk,WatchEvent,35,61,2013,4
Dylan,PushEvent,38,327,2013,4
Tcl,WatchEvent,64,183,2013,4
Io,IssuesEvent,2,61,2013,4
Smalltalk,ForkEvent,15,18,2013,4
Factor,ForkEvent,1,2,2013,4
DCPU-16 ASM,WatchEvent,5,11,2013,4
PogoScript,WatchEvent,4,9,2013,4
Logos,IssuesEvent,75,498,2013,4
BlitzBasic,ForkEvent,16,33,2013,4
DM,IssuesEvent,8,231,2013,4
PogoScript,PushEvent,17,59,2013,4
Squirrel,ForkEvent,13,19,2013,4
Max,WatchEvent,14,26,2013,4
Apex,WatchEvent,96,198,2013,4
Oxygene,IssuesEvent,15,31,2013,4
KRL,PushEvent,6,142,2013,4
Delphi,PushEvent,66,368,2013,4
Tcl,ForkEvent,91,132,2013,4
Idris,PushEvent,14,67,2013,4
SuperCollider,WatchEvent,34,80,2013,4
SuperCollider,IssuesEvent,12,90,2013,4
SuperCollider,ForkEvent,16,42,2013,4
Brightscript,PushEvent,12,231,2013,4
Mirah,WatchEvent,3,27,2013,4
Go,CreateEvent,22,23,2013,4
Augeas,PushEvent,19,119,2013,4
Nimrod,ForkEvent,12,55,2013,4
Monkey,WatchEvent,5,6,2013,4
Lasso,IssuesEvent,11,113,2013,4
Fantom,PushEvent,3,19,2013,4
Slash,ForkEvent,7,14,2013,4
M,IssuesEvent,13,48,2013,4
Perl,CreateEvent,206,287,2013,4
Dylan,IssuesEvent,7,46,2013,4
Standard ML,ForkEvent,37,83,2013,4
Dylan,ForkEvent,6,10,2013,4
MoonScript,WatchEvent,19,55,2013,4
Ragel in Ruby Host,ForkEvent,6,8,2013,4
Rebol,PushEvent,8,32,2013,4
Pure Data,ForkEvent,17,42,2013,4
Xtend,WatchEvent,15,46,2013,4
M,ForkEvent,17,42,2013,4
Augeas,WatchEvent,3,19,2013,4
OpenEdge ABL,IssuesEvent,15,54,2013,4
Assembly,IssuesEvent,58,195,2013,4
XML,WatchEvent,48,100,2013,4
Io,WatchEvent,37,163,2013,4
Rouge,PushEvent,1,6,2013,4
Mirah,IssuesEvent,1,4,2013,4
ooc,IssuesEvent,5,13,2013,4
F#,CreateEvent,1,1,2013,4
Standard ML,IssuesEvent,7,20,2013,4
Slash,WatchEvent,7,16,2013,4
Monkey,IssuesEvent,2,2,2013,4
Ecl,PushEvent,19,105,2013,4
Kotlin,ForkEvent,11,17,2013,4
Crystal,WatchEvent,1,10,2013,4
IDL,IssuesEvent,3,5,2013,4
Idris,WatchEvent,6,26,2013,4
IDL,PushEvent,46,324,2013,4
NetLogo,WatchEvent,1,1,2013,4
Coq,IssuesEvent,10,78,2013,4
BlitzBasic,IssuesEvent,3,5,2013,4
Perl6,PushEvent,8,64,2013,4
Brightscript,ForkEvent,4,9,2013,4
Awk,ForkEvent,19,37,2013,4
Glyph,PushEvent,8,23,2013,4
Fancy,WatchEvent,1,9,2013,4
Bluespec,IssuesEvent,1,4,2013,4
wisp,PushEvent,3,35,2013,4
Verilog,IssuesEvent,15,36,2013,4
Parrot,IssuesEvent,2,14,2013,4
XQuery,ForkEvent,19,27,2013,4
CoffeeScript,CreateEvent,21,22,2013,4
Io,ForkEvent,13,32,2013,4
Factor,IssuesEvent,1,17,2013,4
Arc,WatchEvent,16,116,2013,4
DCPU-16 ASM,IssuesEvent,2,3,2013,4
Forth,WatchEvent,5,10,2013,4
nesC,IssuesEvent,10,61,2013,4
Awk,IssuesEvent,7,11,2013,4
xBase,IssuesEvent,1,10,2013,4
BlitzBasic,WatchEvent,11,14,2013,4
Scilab,WatchEvent,13,23,2013,4
Fancy,IssuesEvent,1,1,2013,4
Agda,WatchEvent,6,14,2013,4
Eiffel,WatchEvent,17,22,2013,4
Squirrel,WatchEvent,17,45,2013,4
Bro,ForkEvent,6,6,2013,4
Self,ForkEvent,3,4,2013,4
ooc,WatchEvent,9,10,2013,4
ooc,ForkEvent,4,4,2013,4
Self,WatchEvent,4,13,2013,4
Processing,CreateEvent,21,21,2013,4
Haskell,CreateEvent,4,4,2013,4
Nu,WatchEvent,17,21,2013,4
Nu,PushEvent,7,23,2013,4
Pure Data,IssuesEvent,1,1,2013,4
R,CreateEvent,24,24,2013,4
Groovy,CreateEvent,7,8,2013,4
DM,WatchEvent,6,9,2013,4
Ada,WatchEvent,24,39,2013,4
XC,IssuesEvent,5,10,2013,4
Bro,WatchEvent,29,65,2013,4
ActionScript,CreateEvent,6,6,2013,4
Max,ForkEvent,5,5,2013,4
Dylan,WatchEvent,7,24,2013,4
Clojure,CreateEvent,5,6,2013,4
XC,WatchEvent,8,14,2013,4
Self,PushEvent,5,12,2013,4
Bro,CreateEvent,1,1,2013,4
Forth,ForkEvent,2,4,2013,4
Boo,WatchEvent,8,13,2013,4
ANTLR,PushEvent,12,28,2013,4
Brightscript,IssuesEvent,4,59,2013,4
DCPU-16 ASM,PushEvent,6,24,2013,4
COBOL,WatchEvent,6,60,2013,4
COBOL,IssuesEvent,2,2,2013,4
MoonScript,IssuesEvent,2,2,2013,4
IDL,WatchEvent,3,10,2013,4
Turing,IssuesEvent,1,1,2013,4
ABAP,WatchEvent,2,6,2013,4
Opa,ForkEvent,4,4,2013,4
Parrot,WatchEvent,5,12,2013,4
Volt,WatchEvent,2,3,2013,4
REALbasic,PushEvent,8,24,2013,4
Rebol,WatchEvent,27,36,2013,4
NetLogo,IssuesEvent,2,4,2013,4
AppleScript,IssuesEvent,21,42,2013,4
VimL,CreateEvent,32,32,2013,4
Scilab,ForkEvent,12,23,2013,4
Nu,ForkEvent,4,5,2013,4
UnrealScript,WatchEvent,1,2,2013,4
Logtalk,WatchEvent,2,5,2013,4
AutoIt,WatchEvent,5,10,2013,4
AutoIt,ForkEvent,4,5,2013,4
Opa,PushEvent,1,1,2013,4
Arc,IssuesEvent,3,3,2013,4
Opa,WatchEvent,7,7,2013,4
Erlang,CreateEvent,9,12,2013,4
Eiffel,CreateEvent,1,1,2013,4
Ioke,WatchEvent,3,4,2013,4
Scala,CreateEvent,14,15,2013,4
DCPU-16 ASM,ForkEvent,4,5,2013,4
Omgrofl,WatchEvent,1,1,2013,4
Turing,ForkEvent,3,3,2013,4
Matlab,CreateEvent,4,6,2013,4
Elixir,CreateEvent,3,3,2013,4
Puppet,CreateEvent,5,7,2013,4
Racket,CreateEvent,1,1,2013,4
Awk,CreateEvent,1,1,2013,4
Turing,PushEvent,5,9,2013,4
eC,PushEvent,2,2,2013,4
Lua,CreateEvent,2,2,2013,4
Ecl,ForkEvent,4,7,2013,4
Agda,ForkEvent,2,3,2013,4
Clean,IssuesEvent,1,1,2013,4
nesC,WatchEvent,9,23,2013,4
Agda,IssuesEvent,2,2,2013,4
Dart,CreateEvent,3,3,2013,4
Volt,PushEvent,2,18,2013,4
MoonScript,ForkEvent,4,5,2013,4
SuperCollider,CreateEvent,1,1,2013,4
ABAP,PushEvent,5,15,2013,4
Parrot,ForkEvent,3,9,2013,4
ABAP,IssuesEvent,1,1,2013,4
Julia,CreateEvent,2,3,2013,4
Pike,ForkEvent,1,2,2013,4
eC,WatchEvent,1,2,2013,4
eC,ForkEvent,1,2,2013,4
RobotFramework,WatchEvent,1,1,2013,4
Elm,ForkEvent,6,9,2013,4
CLIPS,WatchEvent,2,2,2013,4
Rebol,ForkEvent,3,4,2013,4
ABAP,ForkEvent,2,5,2013,4
Crystal,PushEvent,3,25,2013,4
Elm,IssuesEvent,2,10,2013,4
XProc,ForkEvent,1,1,2013,4
Mirah,ForkEvent,2,2,2013,4
Turing,WatchEvent,2,2,2013,4
Visual Basic,CreateEvent,2,2,2013,4
Monkey,ForkEvent,1,1,2013,4
Fancy,ForkEvent,2,3,2013,4
XProc,WatchEvent,1,1,2013,4
Opa,IssuesEvent,1,2,2013,4
Idris,ForkEvent,3,5,2013,4
Perl6,WatchEvent,1,2,2013,4
IDL,ForkEvent,3,4,2013,4
XProc,IssuesEvent,1,1,2013,4
AppleScript,CreateEvent,1,1,2013,4
xBase,ForkEvent,2,3,2013,4
Augeas,IssuesEvent,1,3,2013,4
TeX,CreateEvent,3,3,2013,4
Fantom,WatchEvent,3,5,2013,4
Perl6,ForkEvent,1,1,2013,4
Boo,ForkEvent,5,5,2013,4
Scheme,CreateEvent,1,1,2013,4
Ragel in Ruby Host,IssuesEvent,2,3,2013,4
Prolog,CreateEvent,1,1,2013,4
Haxe,CreateEvent,2,2,2013,4
Self,IssuesEvent,1,4,2013,4
Scilab,IssuesEvent,6,7,2013,4
CLIPS,ForkEvent,1,1,2013,4
Rouge,IssuesEvent,1,1,2013,4
COBOL,ForkEvent,3,4,2013,4
Assembly,CreateEvent,2,2,2013,4
REALbasic,IssuesEvent,1,1,2013,4
OpenEdge ABL,CreateEvent,1,1,2013,4
XSLT,CreateEvent,1,1,2013,4
Pike,WatchEvent,3,4,2013,4
RobotFramework,PushEvent,1,2,2013,4
Crystal,ForkEvent,1,2,2013,4
Pascal,CreateEvent,2,2,2013,4
Rust,CreateEvent,1,1,2013,4
Boo,IssuesEvent,1,1,2013,4
Emacs Lisp,CreateEvent,1,1,2013,4
Ecl,WatchEvent,1,1,2013,4
UnrealScript,IssuesEvent,1,1,2013,4
REALbasic,ForkEvent,1,1,2013,4
Glyph,ForkEvent,1,1,2013,4
Bro,IssuesEvent,1,1,2013,4
J,WatchEvent,1,1,2013,4
Ioke,IssuesEvent,1,1,2013,4
