repository_language,type,active_repos_by_url,events,year,quarter
Squirrel,IssuesEvent,6,12,2014,2
wisp,IssuesEvent,2,7,2014,2
Propeller Spin,ForkEvent,3,11,2014,2
Logtalk,WatchEvent,3,12,2014,2
Ox,PushEvent,1,1,2014,2
SystemVerilog,WatchEvent,6,9,2014,2
Assembly,CreateEvent,2,2,2014,2
SAS,ForkEvent,6,6,2014,2
Puppet,CreateEvent,2,2,2014,2
ATS,ForkEvent,3,7,2014,2
Logtalk,IssuesEvent,2,2,2014,2
Parrot,ForkEvent,4,7,2014,2
Lua,CreateEvent,1,1,2014,2
ATS,IssuesEvent,2,10,2014,2
Arduino,CreateEvent,8,8,2014,2
Forth,WatchEvent,1,5,2014,2
Frege,ForkEvent,3,4,2014,2
Glyph,IssuesEvent,1,1,2014,2
Bro,ForkEvent,1,1,2014,2
Boo,IssuesEvent,2,14,2014,2
Nu,IssuesEvent,1,1,2014,2
Parrot,IssuesEvent,1,2,2014,2
Nu,WatchEvent,3,4,2014,2
PogoScript,WatchEvent,4,6,2014,2
Crystal,ForkEvent,5,12,2014,2
Turing,ForkEvent,2,3,2014,2
Emacs Lisp,CreateEvent,6,10,2014,2
Opa,ForkEvent,5,7,2014,2
ANTLR,IssuesEvent,3,5,2014,2
Ceylon,WatchEvent,12,21,2014,2
Fantom,ForkEvent,1,3,2014,2
VCL,WatchEvent,1,5,2014,2
Clean,WatchEvent,2,4,2014,2
Dogescript,IssuesEvent,1,1,2014,2
Hy,IssuesEvent,2,4,2014,2
Bluespec,ForkEvent,3,4,2014,2
Rebol,CreateEvent,1,1,2014,2
Boo,ForkEvent,5,5,2014,2
Alloy,ForkEvent,2,2,2014,2
Pan,IssuesEvent,6,16,2014,2
Turing,IssuesEvent,1,2,2014,2
ooc,ForkEvent,1,1,2014,2
Julia,CreateEvent,1,1,2014,2
RobotFramework,ForkEvent,1,2,2014,2
DCPU-16 ASM,IssuesEvent,1,1,2014,2
F#,CreateEvent,1,1,2014,2
Volt,ForkEvent,1,1,2014,2
Cirru,WatchEvent,1,3,2014,2
CLIPS,WatchEvent,4,4,2014,2
Component Pascal,WatchEvent,1,1,2014,2
Dogescript,WatchEvent,3,5,2014,2
E,WatchEvent,1,1,2014,2
Grammatical Framework,WatchEvent,1,3,2014,2
GAMS,WatchEvent,1,1,2014,2
Glyph,WatchEvent,3,3,2014,2
Harbour,WatchEvent,1,1,2014,2
Ioke,WatchEvent,1,1,2014,2
Omgrofl,WatchEvent,1,1,2014,2
Pan,WatchEvent,1,1,2014,2
Rouge,WatchEvent,1,1,2014,2
Shen,WatchEvent,1,1,2014,2
TXL,WatchEvent,1,1,2014,2
Zephir,ForkEvent,2,3,2014,2
Logtalk,ForkEvent,1,1,2014,2
E,PushEvent,1,1,2014,2
Oxygene,IssuesEvent,3,3,2014,2
Moocode,PushEvent,1,1,2014,2
VCL,IssuesEvent,1,1,2014,2
Objective-C++,CreateEvent,2,2,2014,2
Monkey,ForkEvent,3,3,2014,2
AppleScript,CreateEvent,2,2,2014,2
Groovy,CreateEvent,3,3,2014,2
Ada,CreateEvent,1,1,2014,2
wisp,ForkEvent,1,1,2014,2
Gnuplot,ForkEvent,1,1,2014,2
XC,IssuesEvent,3,3,2014,2
Forth,IssuesEvent,1,1,2014,2
Factor,ForkEvent,1,1,2014,2
Pike,IssuesEvent,1,1,2014,2
Crystal,CreateEvent,1,1,2014,2
Volt,WatchEvent,4,4,2014,2
Pike,ForkEvent,1,1,2014,2
XProc,ForkEvent,1,1,2014,2
FORTRAN,CreateEvent,1,1,2014,2
J,ForkEvent,1,1,2014,2
Ragel in Ruby Host,IssuesEvent,1,2,2014,2
PogoScript,IssuesEvent,1,1,2014,2
Hy,ForkEvent,1,1,2014,2
Shen,PushEvent,1,2,2014,2
ActionScript,CreateEvent,1,1,2014,2
eC,IssuesEvent,1,1,2014,2
Cirru,ForkEvent,1,1,2014,2
