repository_language,type,active_repos_by_url,events,year,quarter
C#,PushEvent,41591,417389,2014,2
Haskell,PushEvent,7863,65736,2014,2
TeX,WatchEvent,1286,7324,2014,2
Dart,PushEvent,1512,13965,2014,2
Common Lisp,PushEvent,1289,11048,2014,2
Python,ForkEvent,31894,92123,2014,2
Scala,PushEvent,9846,99177,2014,2
C++,ForkEvent,16102,46526,2014,2
C#,WatchEvent,10806,44681,2014,2
CoffeeScript,PushEvent,12138,99422,2014,2
LiveScript,PushEvent,291,4471,2014,2
C++,IssuesEvent,5694,41415,2014,2
TypeScript,PushEvent,2827,32395,2014,2
FORTRAN,PushEvent,1085,11614,2014,2
Verilog,PushEvent,523,5395,2014,2
Emacs Lisp,PushEvent,7436,55061,2014,2
Lua,PushEvent,6680,68928,2014,2
Arduino,PushEvent,3869,18524,2014,2
Scala,IssuesEvent,1002,6923,2014,2
C#,IssuesEvent,3843,26031,2014,2
Swift,WatchEvent,776,20995,2014,2
Perl,WatchEvent,3732,12488,2014,2
PHP,IssuesEvent,12400,74392,2014,2
Lua,ForkEvent,1652,4699,2014,2
Erlang,ForkEvent,1073,2463,2014,2
nesC,PushEvent,276,4205,2014,2
Visual Basic,WatchEvent,317,925,2014,2
Emacs Lisp,WatchEvent,2122,9476,2014,2
ASP,PushEvent,1312,15493,2014,2
R,ForkEvent,2302,20898,2014,2
OpenEdge ABL,PushEvent,250,2647,2014,2
Groovy,PushEvent,5177,39702,2014,2
Objective-J,PushEvent,67,1299,2014,2
CoffeeScript,ForkEvent,2919,10071,2014,2
Haskell,ForkEvent,1347,2991,2014,2
Clojure,PushEvent,5765,43278,2014,2
C#,ForkEvent,8515,25341,2014,2
Haxe,WatchEvent,492,2200,2014,2
Lua,WatchEvent,2410,7183,2014,2
Go,ForkEvent,3419,13126,2014,2
Game Maker Language,PushEvent,171,2141,2014,2
Clojure,WatchEvent,2904,19257,2014,2
D,WatchEvent,693,1987,2014,2
Elixir,PushEvent,850,6519,2014,2
Objective-C,IssuesEvent,3938,17639,2014,2
ColdFusion,PushEvent,459,4393,2014,2
R,WatchEvent,1694,6059,2014,2
Rust,IssuesEvent,185,2862,2014,2
Processing,PushEvent,1682,12747,2014,2
SourcePawn,PushEvent,128,1534,2014,2
D,ForkEvent,401,844,2014,2
Agda,PushEvent,105,1071,2014,2
Haskell,IssuesEvent,930,5307,2014,2
Haskell,WatchEvent,2538,13130,2014,2
Shell,IssuesEvent,3146,13908,2014,2
Scala,WatchEvent,3401,22243,2014,2
CoffeeScript,WatchEvent,4794,45001,2014,2
Dart,WatchEvent,535,1871,2014,2
Go,IssuesEvent,1703,9650,2014,2
Elixir,WatchEvent,292,1894,2014,2
Puppet,PushEvent,4879,37613,2014,2
Racket,PushEvent,617,6096,2014,2
Assembly,PushEvent,1629,13217,2014,2
Agda,WatchEvent,32,105,2014,2
Julia,PushEvent,1183,12280,2014,2
F#,IssuesEvent,117,843,2014,2
TeX,ForkEvent,1075,2975,2014,2
Assembly,WatchEvent,450,2646,2014,2
Io,PushEvent,35,158,2014,2
Gosu,ForkEvent,48,122,2014,2
AutoHotkey,PushEvent,355,2838,2014,2
Julia,IssuesEvent,327,1956,2014,2
Scheme,PushEvent,1410,12096,2014,2
Gosu,PushEvent,139,1097,2014,2
Awk,PushEvent,102,556,2014,2
Gnuplot,PushEvent,63,1070,2014,2
Objective-C++,ForkEvent,60,1114,2014,2
VimL,ForkEvent,2088,6708,2014,2
PowerShell,IssuesEvent,139,624,2014,2
XML,PushEvent,46,3121,2014,2
Perl,ForkEvent,3032,6463,2014,2
Scala,ForkEvent,2135,7284,2014,2
R,IssuesEvent,768,3904,2014,2
AppleScript,PushEvent,425,1964,2014,2
Common Lisp,WatchEvent,760,2490,2014,2
Stata,PushEvent,77,694,2014,2
Arduino,ForkEvent,702,1278,2014,2
Nimrod,PushEvent,121,1009,2014,2
CoffeeScript,IssuesEvent,1873,10720,2014,2
Clojure,IssuesEvent,622,2430,2014,2
D,PushEvent,1650,14598,2014,2
Erlang,WatchEvent,1689,6827,2014,2
F#,WatchEvent,392,1938,2014,2
Brightscript,PushEvent,40,354,2014,2
Perl,IssuesEvent,1479,5413,2014,2
F#,PushEvent,940,10034,2014,2
TypeScript,WatchEvent,705,3975,2014,2
ActionScript,WatchEvent,1159,4039,2014,2
Pascal,PushEvent,976,10519,2014,2
SQL,PushEvent,2102,21003,2014,2
Crystal,PushEvent,15,298,2014,2
IDL,PushEvent,677,4652,2014,2
Groovy,ForkEvent,950,2147,2014,2
Groovy,IssuesEvent,555,2634,2014,2
XSLT,ForkEvent,296,1301,2014,2
Assembly,ForkEvent,296,765,2014,2
TeX,IssuesEvent,583,3446,2014,2
Dart,IssuesEvent,194,1094,2014,2
Emacs Lisp,IssuesEvent,533,2337,2014,2
ATS,PushEvent,20,599,2014,2
Awk,WatchEvent,47,181,2014,2
Visual Basic,IssuesEvent,133,630,2014,2
Arduino,IssuesEvent,182,478,2014,2
Puppet,WatchEvent,1037,2417,2014,2
VHDL,PushEvent,599,6729,2014,2
LiveScript,ForkEvent,55,143,2014,2
Erlang,PushEvent,2971,26216,2014,2
Elm,IssuesEvent,10,39,2014,2
NetLogo,PushEvent,84,1147,2014,2
XSLT,WatchEvent,326,1268,2014,2
Elm,WatchEvent,27,128,2014,2
ActionScript,PushEvent,1997,21229,2014,2
Coq,PushEvent,188,2112,2014,2
Rust,WatchEvent,481,5782,2014,2
VimL,IssuesEvent,794,3085,2014,2
ASP,IssuesEvent,63,726,2014,2
XSLT,PushEvent,1794,16822,2014,2
Logos,ForkEvent,106,296,2014,2
TypeScript,ForkEvent,742,3056,2014,2
Lua,IssuesEvent,668,4144,2014,2
ASP,ForkEvent,154,247,2014,2
Vala,PushEvent,256,3806,2014,2
Julia,WatchEvent,353,1530,2014,2
Julia,ForkEvent,253,852,2014,2
Stata,WatchEvent,14,234,2014,2
Factor,PushEvent,15,525,2014,2
Pascal,WatchEvent,259,622,2014,2
Pure Data,PushEvent,133,967,2014,2
Puppet,ForkEvent,1313,3004,2014,2
Max,PushEvent,268,2149,2014,2
Haxe,PushEvent,1112,10051,2014,2
OCaml,WatchEvent,621,2078,2014,2
Kotlin,PushEvent,95,887,2014,2
Standard ML,PushEvent,210,2789,2014,2
Objective-C++,WatchEvent,119,8432,2014,2
Swift,ForkEvent,311,3490,2014,2
AspectJ,PushEvent,54,282,2014,2
Ceylon,ForkEvent,7,14,2014,2
Smalltalk,PushEvent,170,3034,2014,2
Clojure,ForkEvent,1262,3637,2014,2
Logos,PushEvent,257,2695,2014,2
SQL,WatchEvent,152,394,2014,2
BlitzBasic,ForkEvent,40,138,2014,2
Dogescript,PushEvent,8,29,2014,2
Bluespec,PushEvent,8,699,2014,2
J,PushEvent,19,82,2014,2
ActionScript,ForkEvent,816,2102,2014,2
Arduino,WatchEvent,932,2125,2014,2
Game Maker Language,ForkEvent,15,30,2014,2
Processing,WatchEvent,354,1038,2014,2
Matlab,IssuesEvent,201,1027,2014,2
F#,ForkEvent,191,514,2014,2
Matlab,WatchEvent,752,1701,2014,2
FORTRAN,WatchEvent,176,356,2014,2
Emacs Lisp,ForkEvent,1003,2460,2014,2
Cuda,PushEvent,211,2594,2014,2
Monkey,PushEvent,31,133,2014,2
Groovy,WatchEvent,1048,4034,2014,2
Erlang,CreateEvent,1,1,2014,2
Perl6,WatchEvent,22,42,2014,2
DCPU-16 ASM,PushEvent,3,8,2014,2
Vala,WatchEvent,98,678,2014,2
Xtend,PushEvent,88,1642,2014,2
DM,IssuesEvent,20,751,2014,2
nesC,ForkEvent,49,141,2014,2
Vala,ForkEvent,53,140,2014,2
Hy,PushEvent,20,137,2014,2
M,PushEvent,277,1516,2014,2
Haxe,ForkEvent,230,636,2014,2
REALbasic,PushEvent,34,311,2014,2
Objective-C++,PushEvent,460,2888,2014,2
Matlab,ForkEvent,707,1450,2014,2
Mathematica,PushEvent,41,263,2014,2
UnrealScript,PushEvent,65,929,2014,2
Slash,PushEvent,82,856,2014,2
Scheme,ForkEvent,315,913,2014,2
Pascal,ForkEvent,158,328,2014,2
OCaml,IssuesEvent,217,851,2014,2
BlitzBasic,PushEvent,250,3197,2014,2
Rust,ForkEvent,303,1239,2014,2
Pure Data,WatchEvent,63,105,2014,2
Elixir,ForkEvent,191,542,2014,2
MoonScript,PushEvent,46,470,2014,2
IDL,WatchEvent,96,269,2014,2
Puppet,IssuesEvent,433,1407,2014,2
Dylan,PushEvent,43,369,2014,2
xBase,PushEvent,42,1662,2014,2
Processing,ForkEvent,285,589,2014,2
XSLT,IssuesEvent,177,1546,2014,2
Crystal,WatchEvent,9,60,2014,2
Objective-C++,IssuesEvent,23,184,2014,2
Verilog,WatchEvent,142,291,2014,2
HaXe,ForkEvent,45,62,2014,2
Mercury,PushEvent,96,889,2014,2
Io,IssuesEvent,2,30,2014,2
DOT,PushEvent,217,1984,2014,2
Nemerle,PushEvent,87,1226,2014,2
Boo,PushEvent,16,130,2014,2
Nemerle,WatchEvent,32,416,2014,2
DOT,WatchEvent,31,137,2014,2
Scilab,PushEvent,65,279,2014,2
AutoIt,PushEvent,158,1230,2014,2
Ceylon,PushEvent,31,312,2014,2
ColdFusion,WatchEvent,163,350,2014,2
GAP,PushEvent,69,476,2014,2
Apex,WatchEvent,120,302,2014,2
nesC,IssuesEvent,31,257,2014,2
Erlang,IssuesEvent,293,1222,2014,2
Rebol,PushEvent,146,1054,2014,2
SQL,ForkEvent,175,368,2014,2
SuperCollider,PushEvent,57,699,2014,2
Eiffel,PushEvent,135,2307,2014,2
Clojure,CreateEvent,6,6,2014,2
Dart,ForkEvent,352,799,2014,2
Red,PushEvent,8,123,2014,2
Ada,PushEvent,123,1666,2014,2
TypeScript,IssuesEvent,279,2541,2014,2
Gosu,WatchEvent,38,186,2014,2
SQL,IssuesEvent,143,930,2014,2
Logtalk,PushEvent,4,321,2014,2
Perl6,PushEvent,89,1117,2014,2
Go,CreateEvent,12,12,2014,2
XQuery,PushEvent,135,1177,2014,2
Ruby,CreateEvent,375,383,2014,2
Assembly,IssuesEvent,89,359,2014,2
HaXe,PushEvent,34,258,2014,2
Arc,WatchEvent,17,77,2014,2
Arc,ForkEvent,10,29,2014,2
Objective-J,IssuesEvent,9,251,2014,2
Racket,WatchEvent,237,874,2014,2
Haxe,IssuesEvent,157,1179,2014,2
Crystal,IssuesEvent,1,26,2014,2
Prolog,PushEvent,203,1468,2014,2
Oxygene,PushEvent,6,43,2014,2
DM,ForkEvent,46,593,2014,2
XC,PushEvent,73,760,2014,2
ASP,WatchEvent,132,224,2014,2
D,IssuesEvent,159,788,2014,2
JavaScript,CreateEvent,555,569,2014,2
Shell,CreateEvent,29,30,2014,2
Fantom,IssuesEvent,2,9,2014,2
MoonScript,WatchEvent,16,59,2014,2
Visual Basic,ForkEvent,248,432,2014,2
Elixir,IssuesEvent,84,480,2014,2
ActionScript,IssuesEvent,173,1149,2014,2
wisp,PushEvent,8,89,2014,2
IDL,IssuesEvent,40,298,2014,2
Fantom,PushEvent,5,133,2014,2
Apex,PushEvent,334,2535,2014,2
Arc,PushEvent,31,326,2014,2
COBOL,PushEvent,39,886,2014,2
Apex,ForkEvent,109,243,2014,2
Inform 7,PushEvent,26,852,2014,2
BlitzBasic,WatchEvent,40,70,2014,2
LiveScript,WatchEvent,104,633,2014,2
SystemVerilog,PushEvent,49,430,2014,2
Ecl,PushEvent,10,67,2014,2
PureScript,PushEvent,78,533,2014,2
Kotlin,ForkEvent,17,47,2014,2
OCaml,ForkEvent,305,596,2014,2
AppleScript,WatchEvent,226,752,2014,2
SuperCollider,ForkEvent,22,29,2014,2
Verilog,ForkEvent,154,289,2014,2
Brightscript,WatchEvent,19,56,2014,2
Swift,IssuesEvent,104,398,2014,2
Cuda,WatchEvent,20,50,2014,2
Delphi,PushEvent,19,44,2014,2
Scheme,IssuesEvent,97,326,2014,2
Scheme,WatchEvent,464,1270,2014,2
Zephir,PushEvent,7,75,2014,2
Common Lisp,ForkEvent,295,516,2014,2
AutoHotkey,WatchEvent,161,399,2014,2
Logos,WatchEvent,157,331,2014,2
Kotlin,WatchEvent,46,163,2014,2
ColdFusion,ForkEvent,167,321,2014,2
Frege,PushEvent,18,122,2014,2
Processing,IssuesEvent,85,282,2014,2
nesC,WatchEvent,47,153,2014,2
Racket,IssuesEvent,43,164,2014,2
Max,IssuesEvent,17,233,2014,2
Mirah,PushEvent,1,8,2014,2
Idris,PushEvent,69,558,2014,2
Standard ML,WatchEvent,62,346,2014,2
Prolog,WatchEvent,94,144,2014,2
PowerShell,ForkEvent,313,761,2014,2
Io,WatchEvent,30,158,2014,2
XProc,PushEvent,12,122,2014,2
HaXe,WatchEvent,110,251,2014,2
Tcl,ForkEvent,104,142,2014,2
Smalltalk,WatchEvent,45,116,2014,2
Squirrel,PushEvent,83,540,2014,2
OpenEdge ABL,ForkEvent,37,90,2014,2
Verilog,IssuesEvent,37,141,2014,2
Parrot,PushEvent,12,197,2014,2
xBase,IssuesEvent,4,178,2014,2
FORTRAN,ForkEvent,210,413,2014,2
Prolog,ForkEvent,75,107,2014,2
DOT,ForkEvent,30,70,2014,2
CLIPS,PushEvent,17,373,2014,2
AutoIt,IssuesEvent,15,96,2014,2
Java,CreateEvent,158,159,2014,2
AutoIt,WatchEvent,30,135,2014,2
Standard ML,ForkEvent,41,137,2014,2
Eiffel,IssuesEvent,6,367,2014,2
Vala,IssuesEvent,37,195,2014,2
Red,IssuesEvent,1,32,2014,2
Propeller Spin,PushEvent,25,608,2014,2
KRL,PushEvent,12,909,2014,2
Logos,IssuesEvent,15,42,2014,2
AutoHotkey,IssuesEvent,38,172,2014,2
ColdFusion,IssuesEvent,65,244,2014,2
Monkey,WatchEvent,7,7,2014,2
Elm,PushEvent,116,957,2014,2
XML,ForkEvent,31,60,2014,2
Squirrel,WatchEvent,30,65,2014,2
UnrealScript,IssuesEvent,4,32,2014,2
Racket,ForkEvent,110,244,2014,2
LiveScript,IssuesEvent,58,323,2014,2
Objective-C,CreateEvent,161,164,2014,2
PAWN,PushEvent,51,348,2014,2
ATS,WatchEvent,4,17,2014,2
SAS,PushEvent,37,1337,2014,2
SAS,IssuesEvent,3,240,2014,2
Frege,IssuesEvent,3,6,2014,2
SourcePawn,WatchEvent,21,43,2014,2
Harbour,PushEvent,3,16,2014,2
ANTLR,PushEvent,62,562,2014,2
Alloy,WatchEvent,4,16,2014,2
Mercury,ForkEvent,5,13,2014,2
Factor,IssuesEvent,2,30,2014,2
Pike,PushEvent,11,318,2014,2
RobotFramework,PushEvent,10,59,2014,2
Pascal,IssuesEvent,80,376,2014,2
Game Maker Language,WatchEvent,20,45,2014,2
Ceylon,IssuesEvent,5,58,2014,2
Xtend,IssuesEvent,13,161,2014,2
AutoIt,ForkEvent,36,114,2014,2
M,IssuesEvent,17,62,2014,2
eC,PushEvent,3,104,2014,2
XQuery,IssuesEvent,28,167,2014,2
Nimrod,WatchEvent,44,233,2014,2
SourcePawn,IssuesEvent,16,93,2014,2
FORTRAN,IssuesEvent,78,304,2014,2
Alloy,PushEvent,26,198,2014,2
Tcl,WatchEvent,165,261,2014,2
Forth,PushEvent,11,98,2014,2
Nimrod,IssuesEvent,34,256,2014,2
Smalltalk,ForkEvent,41,70,2014,2
JSONiq,PushEvent,7,88,2014,2
PHP,CreateEvent,147,148,2014,2
Smalltalk,IssuesEvent,25,331,2014,2
HaXe,IssuesEvent,19,37,2014,2
SourcePawn,ForkEvent,10,17,2014,2
Mercury,WatchEvent,8,55,2014,2
Ada,IssuesEvent,6,33,2014,2
Squirrel,CreateEvent,2,2,2014,2
M,ForkEvent,30,55,2014,2
xBase,ForkEvent,8,10,2014,2
xBase,WatchEvent,11,11,2014,2
Lasso,PushEvent,92,669,2014,2
MoonScript,ForkEvent,6,7,2014,2
PureScript,WatchEvent,35,107,2014,2
Pan,PushEvent,15,74,2014,2
GAMS,PushEvent,5,23,2014,2
VCL,PushEvent,14,37,2014,2
PAWN,WatchEvent,14,24,2014,2
Delphi,IssuesEvent,9,15,2014,2
Zephir,IssuesEvent,2,2,2014,2
XC,ForkEvent,16,24,2014,2
Common Lisp,IssuesEvent,150,502,2014,2
Idris,WatchEvent,48,261,2014,2
Perl,CreateEvent,30,30,2014,2
Clean,PushEvent,6,132,2014,2
M,WatchEvent,31,118,2014,2
Volt,PushEvent,7,102,2014,2
ABAP,ForkEvent,5,5,2014,2
AutoHotkey,ForkEvent,98,149,2014,2
Augeas,IssuesEvent,2,24,2014,2
Delphi,WatchEvent,51,67,2014,2
VHDL,WatchEvent,109,175,2014,2
IDL,ForkEvent,75,174,2014,2
PureScript,IssuesEvent,11,59,2014,2
OpenEdge ABL,IssuesEvent,17,57,2014,2
Game Maker Language,IssuesEvent,17,196,2014,2
Nu,PushEvent,7,52,2014,2
AspectJ,IssuesEvent,3,18,2014,2
Hy,WatchEvent,10,32,2014,2
Cuda,IssuesEvent,12,47,2014,2
Zephir,WatchEvent,3,21,2014,2
R,CreateEvent,112,112,2014,2
Perl6,IssuesEvent,16,71,2014,2
Perl6,ForkEvent,17,30,2014,2
Bro,PushEvent,19,98,2014,2
Prolog,IssuesEvent,21,137,2014,2
Delphi,ForkEvent,45,53,2014,2
PureScript,ForkEvent,13,24,2014,2
Squirrel,ForkEvent,23,38,2014,2
COBOL,WatchEvent,5,40,2014,2
Dylan,WatchEvent,7,14,2014,2
Dylan,ForkEvent,7,16,2014,2
Awk,ForkEvent,18,31,2014,2
ooc,WatchEvent,6,6,2014,2
OpenEdge ABL,WatchEvent,48,116,2014,2
Nemerle,ForkEvent,14,68,2014,2
Bluespec,IssuesEvent,1,8,2014,2
Apex,IssuesEvent,31,257,2014,2
VHDL,ForkEvent,123,178,2014,2
Nimrod,ForkEvent,19,71,2014,2
AppleScript,ForkEvent,98,184,2014,2
Nemerle,IssuesEvent,9,43,2014,2
Tcl,IssuesEvent,25,82,2014,2
Lasso,IssuesEvent,8,31,2014,2
Slash,ForkEvent,13,48,2014,2
BlitzBasic,IssuesEvent,14,62,2014,2
J,WatchEvent,2,3,2014,2
CSS,CreateEvent,179,190,2014,2
Self,WatchEvent,2,19,2014,2
DM,WatchEvent,40,111,2014,2
Ragel in Ruby Host,PushEvent,20,70,2014,2
Rouge,PushEvent,2,22,2014,2
XQuery,WatchEvent,76,125,2014,2
Rebol,WatchEvent,31,76,2014,2
VHDL,IssuesEvent,84,182,2014,2
FLUX,PushEvent,22,114,2014,2
AspectJ,ForkEvent,5,5,2014,2
AspectJ,WatchEvent,3,3,2014,2
C++,CreateEvent,38,38,2014,2
Coq,WatchEvent,55,131,2014,2
Python,CreateEvent,228,231,2014,2
Xtend,WatchEvent,25,53,2014,2
Frege,WatchEvent,2,40,2014,2
XML,WatchEvent,42,73,2014,2
NetLogo,ForkEvent,6,15,2014,2
Augeas,ForkEvent,4,35,2014,2
DCPU-16 ASM,ForkEvent,2,2,2014,2
Coq,ForkEvent,26,45,2014,2
Glyph,PushEvent,15,96,2014,2
Max,WatchEvent,59,132,2014,2
SuperCollider,WatchEvent,30,52,2014,2
Augeas,PushEvent,33,163,2014,2
NetLogo,IssuesEvent,8,68,2014,2
Stata,ForkEvent,5,106,2014,2
XML,IssuesEvent,10,20,2014,2
Agda,ForkEvent,10,26,2014,2
Gnuplot,WatchEvent,3,9,2014,2
Nu,ForkEvent,4,11,2014,2
Objective-J,WatchEvent,37,134,2014,2
SuperCollider,IssuesEvent,4,35,2014,2
Ragel in Ruby Host,ForkEvent,3,8,2014,2
XQuery,ForkEvent,31,46,2014,2
TeX,CreateEvent,11,11,2014,2
Logos,CreateEvent,1,1,2014,2
Cirru,PushEvent,3,16,2014,2
SystemVerilog,IssuesEvent,5,31,2014,2
ooc,PushEvent,4,23,2014,2
Stata,IssuesEvent,8,62,2014,2
DCPU-16 ASM,WatchEvent,7,11,2014,2
ANTLR,WatchEvent,13,20,2014,2
Component Pascal,PushEvent,6,63,2014,2
Eiffel,ForkEvent,15,82,2014,2
Pure Data,IssuesEvent,5,15,2014,2
Cuda,ForkEvent,18,48,2014,2
Gosu,IssuesEvent,24,234,2014,2
PogoScript,PushEvent,4,18,2014,2
Lasso,ForkEvent,13,63,2014,2
AppleScript,IssuesEvent,31,49,2014,2
Brightscript,IssuesEvent,7,69,2014,2
Factor,WatchEvent,6,45,2014,2
Processing,CreateEvent,12,13,2014,2
Objective-J,ForkEvent,21,42,2014,2
Inform 7,ForkEvent,2,34,2014,2
Max,ForkEvent,31,52,2014,2
Rebol,ForkEvent,18,39,2014,2
Self,IssuesEvent,1,3,2014,2
Lasso,WatchEvent,19,39,2014,2
Augeas,WatchEvent,3,28,2014,2
Slash,IssuesEvent,6,20,2014,2
REALbasic,WatchEvent,8,17,2014,2
Kotlin,IssuesEvent,15,92,2014,2
Matlab,CreateEvent,6,6,2014,2
GAP,ForkEvent,12,31,2014,2
Brightscript,ForkEvent,10,32,2014,2
Rust,CreateEvent,1,1,2014,2
Swift,CreateEvent,24,24,2014,2
KRL,IssuesEvent,1,14,2014,2
Agda,IssuesEvent,5,45,2014,2
Coq,IssuesEvent,5,22,2014,2
Ecl,WatchEvent,3,3,2014,2
NetLogo,WatchEvent,11,19,2014,2
GAP,WatchEvent,14,34,2014,2
Dylan,IssuesEvent,5,29,2014,2
Slash,WatchEvent,11,39,2014,2
Glyph,ForkEvent,6,7,2014,2
Standard ML,IssuesEvent,15,189,2014,2
Mirah,IssuesEvent,1,1,2014,2
Io,ForkEvent,7,18,2014,2
C,CreateEvent,40,40,2014,2
Nix,PushEvent,4,18,2014,2
REALbasic,ForkEvent,3,6,2014,2
Pike,WatchEvent,3,3,2014,2
Awk,IssuesEvent,7,11,2014,2
DOT,IssuesEvent,17,66,2014,2
Grammatical Framework,PushEvent,5,20,2014,2
JSONiq,IssuesEvent,2,4,2014,2
Parrot,WatchEvent,5,10,2014,2
Scilab,ForkEvent,11,14,2014,2
Elm,ForkEvent,17,40,2014,2
COBOL,IssuesEvent,4,38,2014,2
Mirah,WatchEvent,6,30,2014,2
Clean,ForkEvent,2,2,2014,2
Pure Data,ForkEvent,19,31,2014,2
MoonScript,IssuesEvent,2,21,2014,2
Bro,WatchEvent,33,45,2014,2
Ragel in Ruby Host,WatchEvent,8,26,2014,2
UnrealScript,WatchEvent,8,15,2014,2
FLUX,WatchEvent,11,16,2014,2
Nix,IssuesEvent,1,3,2014,2
Scheme,CreateEvent,1,1,2014,2
ANTLR,ForkEvent,4,4,2014,2
Red,WatchEvent,3,25,2014,2
CoffeeScript,CreateEvent,16,18,2014,2
UnrealScript,ForkEvent,9,10,2014,2
VimL,CreateEvent,31,31,2014,2
COBOL,ForkEvent,5,18,2014,2
Propeller Spin,IssuesEvent,4,25,2014,2
Fancy,WatchEvent,2,6,2014,2
PAWN,ForkEvent,10,19,2014,2
Self,ForkEvent,1,2,2014,2
Ada,ForkEvent,43,44,2014,2
Ada,WatchEvent,41,57,2014,2
eC,WatchEvent,3,5,2014,2
Forth,ForkEvent,1,1,2014,2
GAP,IssuesEvent,2,17,2014,2
SAS,WatchEvent,2,2,2014,2
Grammatical Framework,ForkEvent,1,2,2014,2
Rebol,IssuesEvent,16,56,2014,2
Scala,CreateEvent,8,8,2014,2
Opa,PushEvent,4,6,2014,2
Bro,IssuesEvent,1,12,2014,2
Haskell,CreateEvent,5,5,2014,2
Eiffel,WatchEvent,19,38,2014,2
Scilab,WatchEvent,13,16,2014,2
Xtend,ForkEvent,17,21,2014,2
Mathematica,ForkEvent,1,2,2014,2
VCL,ForkEvent,2,7,2014,2
Fancy,ForkEvent,2,3,2014,2
Fancy,PushEvent,2,4,2014,2
Self,PushEvent,3,9,2014,2
ABAP,PushEvent,5,20,2014,2
Mercury,IssuesEvent,4,23,2014,2
XProc,WatchEvent,1,1,2014,2
PowerShell,CreateEvent,2,2,2014,2
Visual Basic,CreateEvent,1,1,2014,2
Inform 7,IssuesEvent,6,24,2014,2
Boo,WatchEvent,6,12,2014,2
Oxygene,ForkEvent,4,11,2014,2
Opa,WatchEvent,6,6,2014,2
Oxygene,WatchEvent,6,12,2014,2
XC,WatchEvent,9,14,2014,2
PAWN,IssuesEvent,4,9,2014,2
Mathematica,WatchEvent,7,11,2014,2
JSONiq,WatchEvent,3,6,2014,2
Red,ForkEvent,1,6,2014,2
RobotFramework,WatchEvent,2,3,2014,2
FLUX,ForkEvent,8,12,2014,2
SystemVerilog,ForkEvent,6,7,2014,2
XProc,IssuesEvent,3,12,2014,2
REALbasic,IssuesEvent,3,6,2014,2
Idris,ForkEvent,17,31,2014,2
Fantom,WatchEvent,4,9,2014,2
Arc,IssuesEvent,3,8,2014,2
KRL,WatchEvent,2,7,2014,2
FLUX,IssuesEvent,2,9,2014,2
Bluespec,WatchEvent,4,5,2014,2
Turing,WatchEvent,4,5,2014,2
Ecl,ForkEvent,4,6,2014,2
ooc,IssuesEvent,1,6,2014,2
RobotFramework,IssuesEvent,1,1,2014,2
Mirah,ForkEvent,4,4,2014,2
Nix,ForkEvent,1,1,2014,2
C#,CreateEvent,3,3,2014,2
Turing,PushEvent,8,36,2014,2
Propeller Spin,WatchEvent,2,5,2014,2
Gnuplot,IssuesEvent,2,6,2014,2
Idris,IssuesEvent,5,8,2014,2
CLIPS,ForkEvent,2,2,2014,2
Inform 7,WatchEvent,7,19,2014,2
ABAP,WatchEvent,9,18,2014,2
wisp,WatchEvent,2,4,2014,2
Mathematica,IssuesEvent,4,11,2014,2
Pan,ForkEvent,2,3,2014,2
