repository_language,type,active_repos_by_url,events,year,quarter
Ioke,PushEvent,2,174,2012,3
Nimrod,ForkEvent,2,22,2012,3
F#,ForkEvent,44,203,2012,3
Opa,PushEvent,29,352,2012,3
Scilab,ForkEvent,6,12,2012,3
Pure Data,WatchEvent,27,91,2012,3
Elixir,ForkEvent,9,82,2012,3
Elixir,WatchEvent,30,363,2012,3
SuperCollider,WatchEvent,21,56,2012,3
Arc,PushEvent,9,209,2012,3
SuperCollider,ForkEvent,9,28,2012,3
FORTRAN,IssuesEvent,15,220,2012,3
ASP,IssuesEvent,24,893,2012,3
Bro,PushEvent,13,192,2012,3
JavaScript,CreateEvent,191,491,2012,3
VimL,CreateEvent,33,76,2012,3
C++,CreateEvent,49,113,2012,3
Ruby,CreateEvent,285,716,2012,3
Boo,PushEvent,20,161,2012,3
C#,CreateEvent,25,57,2012,3
Objective-C,CreateEvent,52,122,2012,3
Go,CreateEvent,8,14,2012,3
Java,CreateEvent,128,327,2012,3
F#,IssuesEvent,29,192,2012,3
VHDL,IssuesEvent,4,30,2012,3
Standard ML,WatchEvent,20,48,2012,3
Dart,IssuesEvent,36,266,2012,3
FORTRAN,ForkEvent,38,120,2012,3
Ceylon,WatchEvent,1,6,2012,3
Objective-J,ForkEvent,25,112,2012,3
PHP,CreateEvent,125,305,2012,3
C,CreateEvent,44,96,2012,3
OCaml,CreateEvent,1,4,2012,3
Perl,CreateEvent,23,57,2012,3
Lua,CreateEvent,11,36,2012,3
Shell,CreateEvent,38,99,2012,3
Dart,CreateEvent,1,4,2012,3
Scala,CreateEvent,20,50,2012,3
ASP,CreateEvent,4,10,2012,3
CoffeeScript,CreateEvent,6,13,2012,3
Parrot,IssuesEvent,3,178,2012,3
AutoHotkey,WatchEvent,55,249,2012,3
Gosu,PushEvent,36,424,2012,3
Prolog,ForkEvent,27,85,2012,3
VHDL,WatchEvent,35,90,2012,3
Boo,WatchEvent,5,16,2012,3
VHDL,ForkEvent,16,37,2012,3
Smalltalk,ForkEvent,18,65,2012,3
Smalltalk,WatchEvent,39,133,2012,3
Eiffel,WatchEvent,20,55,2012,3
DCPU-16 ASM,WatchEvent,10,58,2012,3
Kotlin,WatchEvent,15,74,2012,3
Tcl,ForkEvent,37,105,2012,3
Rebol,WatchEvent,3,14,2012,3
Nemerle,WatchEvent,12,89,2012,3
Assembly,IssuesEvent,25,223,2012,3
Kotlin,ForkEvent,4,15,2012,3
Verilog,ForkEvent,22,58,2012,3
Dylan,WatchEvent,2,18,2012,3
Pure Data,ForkEvent,13,24,2012,3
Racket,IssuesEvent,11,108,2012,3
ASP,ForkEvent,36,137,2012,3
Smalltalk,IssuesEvent,16,245,2012,3
Boo,ForkEvent,3,7,2012,3
Io,ForkEvent,4,16,2012,3
Io,WatchEvent,14,38,2012,3
Nimrod,WatchEvent,8,24,2012,3
Arc,ForkEvent,4,16,2012,3
Fantom,PushEvent,5,62,2012,3
XQuery,ForkEvent,13,30,2012,3
Prolog,IssuesEvent,18,249,2012,3
AutoHotkey,ForkEvent,18,107,2012,3
Coq,ForkEvent,8,33,2012,3
Fancy,PushEvent,6,173,2012,3
Vala,IssuesEvent,23,213,2012,3
Elixir,IssuesEvent,8,190,2012,3
Nemerle,ForkEvent,4,29,2012,3
Eiffel,ForkEvent,6,22,2012,3
ooc,IssuesEvent,3,14,2012,3
Turing,WatchEvent,3,42,2012,3
Rebol,IssuesEvent,3,12,2012,3
XQuery,WatchEvent,30,81,2012,3
DCPU-16 ASM,ForkEvent,8,18,2012,3
Scheme,IssuesEvent,18,119,2012,3
Rebol,ForkEvent,16,57,2012,3
Turing,ForkEvent,3,18,2012,3
Augeas,WatchEvent,3,17,2012,3
Nu,ForkEvent,3,15,2012,3
Arduino,CreateEvent,6,11,2012,3
Delphi,CreateEvent,2,8,2012,3
Groovy,CreateEvent,3,8,2012,3
Scilab,WatchEvent,6,21,2012,3
Nu,PushEvent,7,110,2012,3
Max,PushEvent,2,60,2012,3
Parrot,WatchEvent,4,23,2012,3
Max/MSP,WatchEvent,2,4,2012,3
Ada,ForkEvent,4,6,2012,3
Fancy,WatchEvent,2,13,2012,3
Nu,WatchEvent,11,25,2012,3
Pure Data,IssuesEvent,4,8,2012,3
ActionScript,CreateEvent,2,6,2012,3
ColdFusion,CreateEvent,3,10,2012,3
F#,CreateEvent,2,6,2012,3
Emacs Lisp,CreateEvent,10,24,2012,3
Common Lisp,CreateEvent,2,6,2012,3
Vala,CreateEvent,1,2,2012,3
Haskell,CreateEvent,9,25,2012,3
Clojure,CreateEvent,3,8,2012,3
Puppet,CreateEvent,5,10,2012,3
Rust,CreateEvent,1,2,2012,3
D,CreateEvent,1,2,2012,3
Dylan,ForkEvent,3,6,2012,3
OpenEdge ABL,ForkEvent,7,13,2012,3
Fantom,WatchEvent,2,9,2012,3
Factor,ForkEvent,2,15,2012,3
Mirah,WatchEvent,7,29,2012,3
Prolog,CreateEvent,1,1,2012,3
Augeas,ForkEvent,2,14,2012,3
Standard ML,ForkEvent,9,20,2012,3
XQuery,CreateEvent,1,4,2012,3
SuperCollider,IssuesEvent,1,4,2012,3
Arc,IssuesEvent,1,2,2012,3
Max/MSP,PushEvent,2,7,2012,3
Kotlin,IssuesEvent,1,6,2012,3
Mirah,PushEvent,2,16,2012,3
ooc,WatchEvent,3,12,2012,3
AppleScript,WatchEvent,9,13,2012,3
Gosu,IssuesEvent,4,16,2012,3
eC,PushEvent,3,6,2012,3
Io,IssuesEvent,2,14,2012,3
ooc,ForkEvent,1,4,2012,3
Eiffel,IssuesEvent,3,7,2012,3
FORTRAN,CreateEvent,1,2,2012,3
Erlang,CreateEvent,4,8,2012,3
AppleScript,ForkEvent,2,2,2012,3
Boo,IssuesEvent,1,2,2012,3
Ceylon,ForkEvent,1,3,2012,3
Ecl,PushEvent,5,7,2012,3
Mirah,ForkEvent,1,2,2012,3
Self,WatchEvent,1,3,2012,3
Visual Basic,CreateEvent,2,8,2012,3
Pure Data,CreateEvent,2,3,2012,3
Ceylon,IssuesEvent,1,2,2012,3
Assembly,CreateEvent,1,2,2012,3
Logtalk,WatchEvent,1,2,2012,3
Scilab,IssuesEvent,1,1,2012,3
